Name,Replicate,AUC
Col-Pa,A1,5821991.13126812
Col-Pa,A2,14030776.9226508
Col-Pa,A3,9201002.60531074
Col-Pa,A4,22819374.2016865
Col-Pa,A5,18730419.2796889
Col-Pa,A6,4464775.31677753
Col-Pa,A7,17198916.5890438
Col-Pa,A8,17031185.5637133
Col-Pa,A9,15363230.6855404
Col-Pa,A10,12863795.7488377
Col-Pa,A11,1662686.95698938
Col-Pa,A12,3874486.29070507
fls2/efr-Pa,A1,156364.286959586
fls2/efr-Pa,A2,166984.928836887
fls2/efr-Pa,A3,152447.90492459
fls2/efr-Pa,A4,149226.334002169
fls2/efr-Pa,A5,170198.031582044
fls2/efr-Pa,A6,222984.772267676
fls2/efr-Pa,A7,152508.147406936
fls2/efr-Pa,A8,144509.031338929
fls2/efr-Pa,A9,203843.224921871
fls2/efr-Pa,A10,154560.371310099
fls2/efr-Pa,A11,249887.073658449
fls2/efr-Pa,A12,144432.728726088
bak1-4-Pa,A1,2880227.69779758
bak1-4-Pa,A2,1791807.23373073
bak1-4-Pa,A3,6518462.39415942
bak1-4-Pa,A4,1955000.07714537
bak1-4-Pa,A5,7515888.46719378
bak1-4-Pa,A6,923405.234728303
bak1-4-Pa,A7,8201933.24604023
bak1-4-Pa,A8,1734826.48224099
bak1-4-Pa,A9,2858463.60486765
bak1-4-Pa,A10,300860.086598947
bak1-4-Pa,A11,608030.265848676
bak1-4-Pa,A12,944997.249128148
bak1-5-Pa,A1,222647.53559178
bak1-5-Pa,A2,475769.527369366
bak1-5-Pa,A3,411864.582507308
bak1-5-Pa,A4,183179.709281227
bak1-5-Pa,A5,195871.333841421
bak1-5-Pa,A6,265936.43464425
bak1-5-Pa,A7,168490.239010497
bak1-5-Pa,A8,183490.173326895
bak1-5-Pa,A9,236185.680431888
bak1-5-Pa,A10,186740.437629719
bak1-5-Pa,A11,192595.51119231
bak1-5-Pa,A12,184766.933763623
Col-1857,A1,6705181.04737361
Col-1857,A2,7572507.1490369
Col-1857,A3,4921098.71442531
Col-1857,A4,16246927.8307294
Col-1857,A5,5897371.17606841
Col-1857,A6,6995037.09812381
Col-1857,A7,6582561.72354664
Col-1857,A8,12036038.0497427
Col-1857,A9,14377917.9999281
Col-1857,A10,6543791.72953683
Col-1857,A11,4352108.22964901
Col-1857,A12,7745154.48158985
fls2/efr-1857,A1,146453.111051799
fls2/efr-1857,A2,152153.015678623
fls2/efr-1857,A3,145463.615710167
fls2/efr-1857,A4,141877.497404872
fls2/efr-1857,A5,173466.241551767
fls2/efr-1857,A6,153348.633018982
fls2/efr-1857,A7,151218.705167234
fls2/efr-1857,A8,131892.112362171
fls2/efr-1857,A9,134953.519973909
fls2/efr-1857,A10,146426.676370614
fls2/efr-1857,A11,183802.841567267
fls2/efr-1857,A12,159138.318007943
bak1-4-1857,A1,263220.105324251
bak1-4-1857,A2,151383.335865758
bak1-4-1857,A3,141232.514373501
bak1-4-1857,A4,280481.551936776
bak1-4-1857,A5,161418.248074169
bak1-4-1857,A6,159491.356753998
bak1-4-1857,A7,140669.689446402
bak1-4-1857,A8,161282.280081881
bak1-4-1857,A9,170359.70519442
bak1-4-1857,A10,414720.075202008
bak1-4-1857,A11,149351.157186676
bak1-4-1857,A12,175918.858147789
bak1-5-1857,A1,160157.774362446
bak1-5-1857,A2,146093.577746796
bak1-5-1857,A3,156199.81021026
bak1-5-1857,A4,152862.723382238
bak1-5-1857,A5,154564.36111871
bak1-5-1857,A6,212059.959162559
bak1-5-1857,A7,146726.87758474
bak1-5-1857,A8,225326.1061705
bak1-5-1857,A9,142437.501094539
bak1-5-1857,A10,141306.995308595
bak1-5-1857,A11,121400.798207092
bak1-5-1857,A12,149157.913721303
