Name,Replicate,AUC
Col-Pa,A1,20508956.4445662
Col-Pa,A2,19251839.1364484
Col-Pa,A3,11317157.6302226
Col-Pa,A4,14666875.3138215
Col-Pa,A5,20539784.4971942
Col-Pa,A6,14948730.7812577
Col-Pa,A7,30731091.962387
Col-Pa,A8,10665365.6868156
Col-Pa,A9,16793949.8791417
Col-Pa,A10,22817610.9248346
Col-Pa,A11,14652660.098918
Col-Pa,A12,19081150.1857051
fls2/efr-Pa,A1,8370338.6365228
fls2/efr-Pa,A2,8420090.90726187
fls2/efr-Pa,A3,8468097.4658316
fls2/efr-Pa,A4,8464535.50896485
fls2/efr-Pa,A5,8486616.95800068
fls2/efr-Pa,A6,8560337.51777769
fls2/efr-Pa,A7,8518394.10972718
fls2/efr-Pa,A8,8645709.72582779
fls2/efr-Pa,A9,8750811.02119243
fls2/efr-Pa,A10,8903333.11494654
fls2/efr-Pa,A11,9118007.02200238
fls2/efr-Pa,A12,8975941.01315993
bak1-4-Pa,A1,9568220.82063064
bak1-4-Pa,A2,17642018.9805596
bak1-4-Pa,A3,8630639.49668833
bak1-4-Pa,A4,13683963.2202547
bak1-4-Pa,A5,8878381.32112957
bak1-4-Pa,A6,11425500.7717738
bak1-4-Pa,A7,8646658.14070867
bak1-4-Pa,A8,9463967.22798444
bak1-4-Pa,A9,9453632.37950962
bak1-4-Pa,A10,11163910.4690665
bak1-4-Pa,A11,9270100.93240412
bak1-4-Pa,A12,11427156.442555
bak1-5-Pa,A1,8444695.09597089
bak1-5-Pa,A2,8429223.00368437
bak1-5-Pa,A3,8506681.41380644
bak1-5-Pa,A4,8484409.24714931
bak1-5-Pa,A5,8453517.39102028
bak1-5-Pa,A6,8531270.8576409
bak1-5-Pa,A7,8732081.64770076
bak1-5-Pa,A8,8567369.45768389
bak1-5-Pa,A9,8761220.1784724
bak1-5-Pa,A10,9111121.08963691
bak1-5-Pa,A11,9106944.43610413
bak1-5-Pa,A12,9038950.58123189
Col-1471,A1,9870335.0919196
Col-1471,A2,11513139.0356318
Col-1471,A3,12567835.7573972
Col-1471,A4,14802247.8979643
Col-1471,A5,10866989.1037721
Col-1471,A6,9271636.17466061
Col-1471,A7,15412296.377109
Col-1471,A8,13272332.8415351
Col-1471,A9,9504022.43006991
Col-1471,A10,15710689.9832823
Col-1471,A11,12802459.2068068
Col-1471,A12,15059853.3994495
fls2/efr-1471,A1,8418897.40604099
fls2/efr-1471,A2,8392165.77194551
fls2/efr-1471,A3,8433199.6032494
fls2/efr-1471,A4,8479695.11727863
fls2/efr-1471,A5,8418322.74311595
fls2/efr-1471,A6,8490234.77857407
fls2/efr-1471,A7,8543013.88380644
fls2/efr-1471,A8,8585554.89373339
fls2/efr-1471,A9,8662324.69860012
fls2/efr-1471,A10,8888156.5953813
fls2/efr-1471,A11,9042087.77257805
fls2/efr-1471,A12,8949747.27614669
bak1-4-1471,A1,8403449.84767531
bak1-4-1471,A2,8476007.65849528
bak1-4-1471,A3,8417061.14619168
bak1-4-1471,A4,8514202.71420707
bak1-4-1471,A5,8398168.43093614
bak1-4-1471,A6,8513584.91431101
bak1-4-1471,A7,8516750.77205317
bak1-4-1471,A8,8625357.15671424
bak1-4-1471,A9,8718278.60228531
bak1-4-1471,A10,8876464.39615646
bak1-4-1471,A11,9089908.38725873
bak1-4-1471,A12,9047583.10766353
bak1-5-1471,A1,8459528.23729759
bak1-5-1471,A2,8428895.90770731
bak1-5-1471,A3,8438278.57787078
bak1-5-1471,A4,8532216.79360129
bak1-5-1471,A5,8442489.26600072
bak1-5-1471,A6,8585237.27721399
bak1-5-1471,A7,8693218.22620668
bak1-5-1471,A8,8576864.10588096
bak1-5-1471,A9,8682607.2201013
bak1-5-1471,A10,8868216.73027642
bak1-5-1471,A11,9010094.94352374
bak1-5-1471,A12,8983172.40661676
