Name,Replicate,AUC
mock+Pta22,A1,3750512.38500434
mock+Pta22,A2,3710060.31874343
mock+Pta22,A3,3738955.18152717
mock+Pta22,A4,3737885.73268928
mock+Pta22,A5,3743871.3869949
mock+Pta22,A6,3727251.85133246
mock+Pta22,A7,3750866.0784236
mock+Pta22,A8,3722686.24706023
mock+Pta22,A9,3816212.00246141
mock+Pta22,A10,3895388.21124998
mock+Pta22,A11,3934844.59769638
mock+Pta22,A12,3969581.30895335
Pa20+Pta22,A1,3736742.63801326
Pa20+Pta22,A2,3704139.19576205
Pa20+Pta22,A3,3710349.62263457
Pa20+Pta22,A4,3689304.03075219
Pa20+Pta22,A5,3761711.96591038
Pa20+Pta22,A6,3741522.09461782
Pa20+Pta22,A7,3767698.69990778
Pa20+Pta22,A8,3732743.3854123
Pa20+Pta22,A9,3810644.26078122
Pa20+Pta22,A10,3877845.02986255
Pa20+Pta22,A11,3876199.77055047
Pa20+Pta22,A12,3960593.44856284
PvBV+Pta22,A1,3690444.92358039
PvBV+Pta22,A2,3706495.58955506
PvBV+Pta22,A3,3696865.71049123
PvBV+Pta22,A4,3737455.58081467
PvBV+Pta22,A5,3718409.40143572
PvBV+Pta22,A6,3743093.87418806
PvBV+Pta22,A7,3750220.43028878
PvBV+Pta22,A8,3734887.47764909
PvBV+Pta22,A9,3817138.27816445
PvBV+Pta22,A10,3892039.30787881
PvBV+Pta22,A11,3913798.28286976
PvBV+Pta22,A12,3914725.94183194
PvB+Pta22,A1,3693298.70018018
PvB+Pta22,A2,3724330.78159722
PvB+Pta22,A3,3679170.26043768
PvB+Pta22,A4,3707989.66533608
PvB+Pta22,A5,3686379.97581204
PvB+Pta22,A6,3739667.28593854
PvB+Pta22,A7,3768056.30884585
PvB+Pta22,A8,3757355.85774368
PvB+Pta22,A9,3878626.26448115
PvB+Pta22,A10,3881695.91061859
PvB+Pta22,A11,3901389.27191002
PvB+Pta22,A12,3947392.33702475
PvA+Pta22,A1,3709203.16087369
PvA+Pta22,A2,3699577.74382282
PvA+Pta22,A3,3702785.21712835
PvA+Pta22,A4,3712343.45841318
PvA+Pta22,A5,3711132.42203635
PvA+Pta22,A6,3745159.75666568
PvA+Pta22,A7,3746301.61829393
PvA+Pta22,A8,3727394.15741172
PvA+Pta22,A9,3797380.67351663
PvA+Pta22,A10,3857082.40115198
PvA+Pta22,A11,3925783.52956695
PvA+Pta22,A12,3964300.4960812
mock+PvB,A1,3688158.11458481
mock+PvB,A2,3699860.96597812
mock+PvB,A3,3728749.28509141
mock+PvB,A4,3745087.76259118
mock+PvB,A5,3723399.99809917
mock+PvB,A6,3723401.57515881
mock+PvB,A7,3750795.62449606
mock+PvB,A8,3743657.16590947
mock+PvB,A9,3801442.74574634
mock+PvB,A10,3847170.78893243
mock+PvB,A11,3895251.56716719
mock+PvB,A12,3936625.04540332
mock+PvA,A1,3699433.96817533
mock+PvA,A2,3720689.8727853
mock+PvA,A3,3737806.8577012
mock+PvA,A4,3706206.36476503
mock+PvA,A5,3680672.96944025
mock+PvA,A6,3728748.47600182
mock+PvA,A7,3728177.10925334
mock+PvA,A8,3758139.34727247
mock+PvA,A9,3828480.94520935
mock+PvA,A10,3881768.67715719
mock+PvA,A11,3916222.84272596
mock+PvA,A12,3951178.4595622
