Name,Replicate,AUC
mock+Pta22,A1,1966080.55354159
mock+Pta22,A2,1930813.06404031
mock+Pta22,A3,1912463.56665745
mock+Pta22,A4,1916893.31617632
mock+Pta22,A5,1904160.93219441
mock+Pta22,A6,1957528.08845054
mock+Pta22,A7,1941923.24694933
mock+Pta22,A8,1937115.90346537
mock+Pta22,A9,1958589.04706547
mock+Pta22,A10,1995477.65187549
mock+Pta22,A11,2001096.79502678
mock+Pta22,A12,2036737.29203508
Pa20+Pta22,A1,1948727.72138239
Pa20+Pta22,A2,1929377.86703896
Pa20+Pta22,A3,1890367.69965938
Pa20+Pta22,A4,1930688.85502539
Pa20+Pta22,A5,1899542.90491093
Pa20+Pta22,A6,1939676.98807515
Pa20+Pta22,A7,1939302.44469495
Pa20+Pta22,A8,1924197.24513372
Pa20+Pta22,A9,1965768.12969209
Pa20+Pta22,A10,1968700.33369697
Pa20+Pta22,A11,2023940.40293509
Pa20+Pta22,A12,2047723.10152733
PvBV+Pta22,A1,1920327.99869213
PvBV+Pta22,A2,1909341.97217245
PvBV+Pta22,A3,1894860.13541802
PvBV+Pta22,A4,1905221.52429366
PvBV+Pta22,A5,1911590.67575295
PvBV+Pta22,A6,1932935.93122576
PvBV+Pta22,A7,1923822.94614659
PvBV+Pta22,A8,1920076.88407632
PvBV+Pta22,A9,1952472.13701666
PvBV+Pta22,A10,1982868.51138549
PvBV+Pta22,A11,2021757.38293056
PvBV+Pta22,A12,2035488.46675531
PvB+Pta22,A1,1915521.96163859
PvB+Pta22,A2,1906034.39797413
PvB+Pta22,A3,1912899.82157031
PvB+Pta22,A4,1892737.36321182
PvB+Pta22,A5,1934684.48979499
PvB+Pta22,A6,1953347.05349106
PvB+Pta22,A7,1951599.65566421
PvB+Pta22,A8,1910525.98162569
PvB+Pta22,A9,1974444.05772604
PvB+Pta22,A10,1991109.39093398
PvB+Pta22,A11,2031369.41753377
PvB+Pta22,A12,2053777.80826948
PvA+Pta22,A1,1918266.33529004
PvA+Pta22,A2,1918080.26298459
PvA+Pta22,A3,1887556.90514849
PvA+Pta22,A4,1911963.27214551
PvA+Pta22,A5,1901042.17322934
PvA+Pta22,A6,1928316.50113444
PvA+Pta22,A7,1945543.94205838
PvA+Pta22,A8,1940299.73280048
PvA+Pta22,A9,1941923.76194929
PvA+Pta22,A10,1986365.15698489
PvA+Pta22,A11,2026874.98479634
PvA+Pta22,A12,2035425.23747909
mock+PvB,A1,1925944.73644769
mock+PvB,A2,1928255.82067997
mock+PvB,A3,1893800.70477745
mock+PvB,A4,1930750.5040301
mock+PvB,A5,1939303.33210924
mock+PvB,A6,1941611.3742498
mock+PvB,A7,1929940.34712455
mock+PvB,A8,1942921.22455612
mock+PvB,A9,1963582.69970165
mock+PvB,A10,1963020.33013994
mock+PvB,A11,2024752.08798244
mock+PvB,A12,2048283.80753124
mock+PvA,A1,1926193.28138806
mock+PvA,A2,1926195.50345251
mock+PvA,A3,1911963.06193905
mock+PvA,A4,1906969.43450709
mock+PvA,A5,1922761.58717903
mock+PvA,A6,1942610.55338633
mock+PvA,A7,1931561.11706038
mock+PvA,A8,1941922.83169558
mock+PvA,A9,1955219.34739749
mock+PvA,A10,1988986.5515376
mock+PvA,A11,2034677.79079841
mock+PvA,A12,2047036.52579466
1949+Pta22,A1,1926320.34863119
1949+Pta22,A2,1912214.10767534
1949+Pta22,A3,1899979.63999518
1949+Pta22,A4,1897982.625669
1949+Pta22,A5,1930375.14406111
1949+Pta22,A6,1962210.20753336
1949+Pta22,A7,1963581.56680839
1949+Pta22,A8,1941923.81759951
1949+Pta22,A9,1944544.04280543
1949+Pta22,A10,1986115.93340264
1949+Pta22,A11,2029684.50003935
1949+Pta22,A12,2069882.18809665
