Name,Replicate,AUC
cPa,A1,36158271.6850786
cPa,A2,51113042.8126301
cPa,A3,46807580.7694977
cPa,A4,41425423.1885459
cPa,A5,52972544.9990207
cPa,A6,44329292.9618701
cPa,A7,65560173.0094542
cPa,A8,55006896.2907284
fePa,A1,23962740.033346
fePa,A2,23976832.108966
fePa,A3,24044081.3547467
fePa,A4,24037661.7941592
fePa,A5,24232826.6767231
fePa,A6,24247010.9173883
fePa,A7,24423252.4949105
fePa,A8,24380229.7199499
cPa20,A1,23853405.443206
cPa20,A2,23969810.4462084
cPa20,A3,23935083.0482928
cPa20,A4,24155933.8972833
cPa20,A5,24079236.5906859
cPa20,A6,24285752.8944472
cPa20,A7,24376218.0265636
cPa20,A8,24343801.8020052
fePa20,A1,23924749.9404582
fePa20,A2,24058817.1628561
fePa20,A3,24054380.245607
fePa20,A4,24093239.9301796
fePa20,A5,24080915.2775065
fePa20,A6,24289870.5578657
fePa20,A7,24357419.8820884
fePa20,A8,24462033.2736984
c5006,A1,55763974.4327376
c5006,A2,48028253.0135605
c5006,A3,58525919.5168851
c5006,A4,42993355.193858
c5006,A5,62084655.4848932
c5006,A6,46888724.7816723
c5006,A7,38491406.5824536
c5006,A8,45871516.1642635
fe5006,A1,23909491.5491584
fe5006,A2,23981820.8480255
fe5006,A3,23998282.4214734
fe5006,A4,24111414.6188807
fe5006,A5,24096375.9212702
fe5006,A6,24314856.3736453
fe5006,A7,24441741.9564538
fe5006,A8,24494768.5039294
c5013,A1,67799180.3058614
c5013,A2,51628050.0927251
c5013,A3,90147104.3108804
c5013,A4,43929811.0917482
c5013,A5,76800418.2372551
c5013,A6,44970124.4567384
c5013,A7,62924004.4605862
c5013,A8,67391449.8780057
fe5013,A1,23936955.1207555
fe5013,A2,23965367.6705018
fe5013,A3,24030419.4490602
fe5013,A4,24138316.9615513
fe5013,A5,24169837.3413449
fe5013,A6,24258444.3601663
fe5013,A7,24377363.0794868
fe5013,A8,24501445.3328225
