Name,Replicate,AUC
cPta,A1,72134896.318909
cPta,A2,62945558.1153951
cPta,A3,43680752.3379382
cPta,A4,55895064.0228262
cPta,A5,63465262.6391187
cPta,A6,62769987.0230706
cPta,A7,30988321.184173
cPta,A8,68356355.296536
fePta,A1,14996371.0326215
fePta,A2,15048753.0064808
fePta,A3,15102209.6758231
fePta,A4,15207770.2380538
fePta,A5,15256375.6990852
fePta,A6,15325202.4501233
fePta,A7,15321694.8888347
fePta,A8,15494507.3545641
cPtaDA,A1,21772837.8124199
cPtaDA,A2,20354693.8118879
cPtaDA,A3,27031100.7243494
cPtaDA,A4,26985089.3784891
cPtaDA,A5,25211984.7853755
cPtaDA,A6,24723258.1984158
cPtaDA,A7,18257895.5875879
cPtaDA,A8,19919317.3896799
fePtaDA,A1,15028980.2332471
fePtaDA,A2,14979850.1885576
fePtaDA,A3,15079988.2956014
fePtaDA,A4,15212367.374333
fePtaDA,A5,15288039.9807319
fePtaDA,A6,15335152.170652
fePtaDA,A7,15371358.6626021
fePtaDA,A8,15339665.2903555
c161,A1,15496702.8823364
c161,A2,15065761.7627873
c161,A3,17693704.2023637
c161,A4,15839511.356505
c161,A5,15759664.8019985
c161,A6,16227278.070926
c161,A7,15529853.2299523
c161,A8,15688552.1845939
fe161,A1,15045318.2557683
fe161,A2,15041159.9188724
fe161,A3,15121154.3153678
fe161,A4,15201280.5906612
fe161,A5,15280539.2412123
fe161,A6,15285089.6916494
fe161,A7,15360653.5438474
fe161,A8,15370677.9912335
c1256,A1,32134611.1771119
c1256,A2,24195990.178561
c1256,A3,29591415.3464092
c1256,A4,27412276.9878619
c1256,A5,29716486.6007734
c1256,A6,26596138.0612578
c1256,A7,30392830.112225
c1256,A8,21438525.9335759
fe1256,A1,15094063.6229206
fe1256,A2,15055866.3380409
fe1256,A3,15104029.9929604
fe1256,A4,15289324.7429781
fe1256,A5,15249336.569379
fe1256,A6,15268477.9747146
fe1256,A7,15316381.1366593
fe1256,A8,15447352.0100019
