Name,Replicate,AUC
1nm,A1,9510427.57281084
1nm,A2,10002366.4741039
1nm,A3,16699522.1762105
1nm,A4,11548112.471253
1nm,A5,10816132.6769305
1nm,A6,27402574.0136353
1nm,A7,15478957.7776302
1nm,A8,13918104.3021221
1nm1,A1,10142053.4307279
1nm1,A2,13958910.9386426
1nm1,A3,19836175.0790211
1nm1,A4,36781732.8414181
1nm1,A5,21951517.1866838
1nm1,A6,23558568.9558021
1nm1,A7,22862452.3041489
1nm1,A8,4140164.37096806
1nm3,A1,12338702.7211939
1nm3,A2,9396124.34932225
1nm3,A3,6089817.83732846
1nm3,A4,14988042.2330504
1nm3,A5,13526197.1354066
1nm3,A6,13136859.0155166
1nm3,A7,1042976.33374444
1nm3,A8,17446678.3265896
1nm10,A1,5362283.02198913
1nm10,A2,8050936.9999751
1nm10,A3,11757845.2071349
1nm10,A4,10416549.8448772
1nm10,A5,17746508.5758089
1nm10,A6,8861640.14791039
1nm10,A7,16026820.481031
1nm10,A8,12034174.5263567
1nm100,A1,6594130.40801827
1nm100,A2,23076289.1245852
1nm100,A3,14040701.214362
1nm100,A4,12933905.3164859
1nm100,A5,24230788.4154424
1nm100,A6,14654044.4989198
1nm100,A7,14313384.6351159
1nm100,A8,12729282.5013882
1nm500,A1,6616573.09106082
1nm500,A2,14711871.0163338
1nm500,A3,8771428.07007298
1nm500,A4,15449635.5634837
1nm500,A5,12161837.487115
1nm500,A6,3915035.24284121
1nm500,A7,9196016.61706022
1nm500,A8,11531389.8597613
1um1,A1,3712260.84969827
1um1,A2,4429141.60362688
1um1,A3,6170875.7257778
1um1,A4,6427336.57363122
1um1,A5,6051012.48632838
1um1,A6,9407566.96247047
1um1,A7,3737146.59992115
1um1,A8,3040140.89956014
1um2.95,A1,12955388.5199717
1um2.95,A2,5641239.81495634
1um2.95,A3,2546192.68362037
1um2.95,A4,5649848.03847875
1um2.95,A5,3271428.95879765
1um2.95,A6,9402086.22546302
1um2.95,A7,3333391.24803591
1um2.95,A8,4061330.9906254
