Name,Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12
1nm,0,1290.303922,714.880022,443.813999,389.125351,251.215014,198.904259,196.526498,134.704742
1nm,60,108.549398,82.394063,89.527335,80.016306,110.927156,96.660608,82.394063,51.483223
1nm,120,51.483223,32.461174,44.349954,65.749763,63.372006,58.616493,51.483223,63.372006
1nm,180,51.483223,94.282851,89.527335,51.483223,94.282851,99.038366,63.372006,51.483223
1nm,240,87.149578,91.905093,222.68187,141.838019,232.192917,431.925159,49.105467,163.237854
1nm,300,298.770276,303.525804,876.568964,436.680695,681.591163,2315.139379,408.147485,824.2578
1nm,360,895.591214,710.12447,2662.302394,990.702532,1478.14981,6416.990408,1532.839202,2110.646801
1nm,420,1730.196884,1601.795445,5289.852132,2003.645079,2702.725583,12483.359558,3891.652029,3844.094632
1nm,480,2964.287885,2705.103418,8031.631758,3175.916192,5182.846159,19030.607884,6699.966434,6226.754986
1nm,540,4526.545987,3846.472501,11401.319604,4845.183804,6833.13197,25402.381966,10076.732368,8742.654997
1nm,600,6295.715274,5527.643696,14590.406814,6878.313184,8961.432649,30896.928188,12937.582888,11327.598732
1nm,660,7827.124572,6873.557265,17594.115235,8345.527526,10526.185902,34167.670512,16069.653721,13394.186948
1nm,720,9475.086879,8378.819574,19708.432078,10942.348833,12076.701068,34445.987121,19047.256129,15337.161482
1nm,780,10457.221969,9429.904199,21963.130705,12369.209598,12975.633126,34598.229094,20386.262013,16695.131297
1nm,840,11710.472383,10409.66067,22055.888655,12885.263839,13180.15347,33389.816406,22200.971817,17282.561457
1nm,900,12081.457296,11054.118675,21420.855614,14352.588319,13146.859425,32102.924529,21123.557233,16576.218834
1nm,960,12064.8105,11541.627256,20847.665323,14098.123313,12771.113305,29552.989177,20238.803784,16388.337503
1nm,1020,11546.383451,11539.249158,19413.51839,14150.443154,12221.76614,26893.7215,18138.742692,15679.624551
1nm,1080,10442.953576,11505.955795,16466.819524,13251.497899,11051.740591,24486.660935,16333.637957,14245.570227
1nm,1140,9384.721544,10771.127251,14768.771149,11945.904917,9936.427284,20888.097698,14181.359441,13146.859425
1nm,1200,8516.743919,9926.915084,12756.8445,10985.154286,8545.28002,18012.693213,12245.547325,11470.284351
1nm,1260,6897.33686,8714.118826,10257.464703,9184.966955,7501.340947,14916.219299,9696.244576,10193.257116
1nm,1320,5591.847539,7781.942822,8526.255951,8079.191644,6357.54179,12219.388022,8305.101487,8371.685563
1nm,1380,4804.759533,6350.407959,6975.809575,6773.683043,5094.863577,9934.049234,6338.518242,6600.092428
1nm,1440,3905.919254,5591.847539,5453.928236,5760.680114,4005.789897,7698.71335,4788.114251,5415.881573
1nm,1500,3292.430892,4816.649022,4017.679268,4714.399472,2983.310632,6148.283006,3451.747185,4198.397919
1nm,1560,2555.299934,3844.094632,2997.577694,3772.75859,2571.944752,4524.168097,2629.012725,2997.577694
1nm,1620,1922.799428,2724.126103,2217.648666,2900.08615,1801.531106,3494.548631,1863.354149,2376.962819
1nm,1680,1466.260816,2193.870462,1637.462491,2096.379897,1406.815876,2519.63248,1323.593034,1803.908914
1nm,1740,1297.437302,1844.331669,1252.259239,1689.774186,1090.569537,2151.069711,840.902258,1273.659371
1nm,1800,983.569179,1314.081858,978.813611,1302.192889,964.546908,1525.705801,593.61353,916.991251
1nm,1860,864.68006,990.702532,745.791118,871.813403,653.057866,1223.725738,462.836146,807.613346
1nm,1920,738.657787,660.191189,579.346896,667.324513,574.591352,871.813403,310.659096,643.546769
1nm,1980,546.058093,622.146805,348.703331,446.191767,398.636418,700.613366,234.570679,460.458377
1nm,2040,439.058463,434.302927,301.14804,417.658554,322.547917,569.835808,206.037541,355.836627
1nm,2100,315.414624,410.525252,251.215014,343.947801,263.103827,460.458377,189.393216,284.503694
1nm,2160,324.925682,236.948441,210.793064,179.882174,165.615614,348.703331,132.326983,229.815155
1nm,2220,279.748168,217.926348,158.482335,213.170825,151.349056,286.881458,68.12752,165.615614
1nm,2280,177.504414,239.326203,129.949224,125.193707,194.148737,217.926348,44.349954,153.726816
1nm,2340,165.615614,132.326983,106.17164,134.704742,96.660608,203.65978,77.638548,94.282851
1nm,2400,120.43819,139.46026,87.149578,122.815948,84.77182,110.927156,70.505277,115.682673
1nm,2460,122.815948,108.549398,89.527335,94.282851,80.016306,115.682673,72.883034,153.726816
1nm,2520,80.016306,141.838019,70.505277,72.883034,77.638548,77.638548,65.749763,115.682673
1nm,2580,70.505277,77.638548,84.77182,27.705662,70.505277,108.549398,58.616493,89.527335
1nm,2640,101.416124,44.349954,89.527335,58.616493,68.12752,84.77182,60.994249,87.149578
1nm,2700,51.483223,65.749763,49.105467,63.372006,65.749763,70.505277,41.972198,108.549398
1nm,2760,56.238736,46.72771,53.86098,53.86098,118.060431,68.12752,37.216686,87.149578
1nm,2820,63.372006,80.016306,39.594442,39.594442,94.282851,82.394063,46.72771,56.238736
1nm,2880,58.616493,75.260791,60.994249,46.72771,60.994249,72.883034,84.77182,91.905093
1nm,2940,99.038366,41.972198,72.883034,49.105467,110.927156,56.238736,58.616493,63.372006
1nm1,0,1183.303297,593.61353,365.34769,362.969924,267.859352,210.793064,184.637695,134.704742
1nm1,60,58.616493,75.260791,70.505277,63.372006,70.505277,94.282851,60.994249,60.994249
1nm1,120,46.72771,65.749763,60.994249,41.972198,63.372006,58.616493,84.77182,60.994249
1nm1,180,46.72771,65.749763,49.105467,63.372006,51.483223,63.372006,72.883034,53.86098
1nm1,240,60.994249,103.793882,132.326983,327.303446,384.369818,146.593538,272.614878,58.616493
1nm1,300,127.571466,436.680695,615.013486,3099.825051,1451.994027,1152.392032,1290.303922,165.615614
1nm1,360,362.969924,1325.970829,2077.357361,9025.639248,3948.720943,3166.404796,4260.222814,417.658554
1nm1,420,1040.636019,2966.665728,4683.486843,15760.484101,7627.373871,6535.887776,8055.411698,924.124598
1nm1,480,2058.33483,4750.067905,7748.651023,24719.752567,12278.840995,10654.601662,12704.525569,1466.260816
1nm1,540,3140.248461,6759.415307,11094.546103,31967.338235,16692.753046,15608.277957,17967.505712,2502.987673
1nm1,600,4600.260593,9049.419482,14083.854271,37743.042121,19962.914925,21458.909886,22995.366252,3180.671891
1nm1,660,6588.202674,11058.874842,18188.68688,42462.87237,23042.935032,24986.143834,25909.006155,4050.969515
1nm1,720,8095.837611,12809.163465,21026.043604,44699.179439,26139.723398,28125.822014,27966.456594,4547.946994
1nm1,780,10022.037137,14618.945081,23323.591405,45776.911433,27262.398237,29919.29952,28860.809925,5228.026441
1nm1,840,11123.083123,15544.066078,23994.316555,44313.768871,27692.919672,29617.212298,28825.130744,5237.538083
1nm1,900,11565.408238,15672.489889,24636.505477,43747.551773,26660.623536,30050.125049,27543.069407,4892.741796
1nm1,960,12224.144258,16205.213085,23953.88261,39662.818527,25759.15923,28670.521145,27181.527065,5073.462423
1nm1,1020,12183.71626,15177.821525,22486.382084,37728.768863,23856.365533,26085.017187,23951.504144,4847.561703
1nm1,1080,11748.522039,14228.922981,21056.962547,33323.211512,21114.043703,25033.713797,22160.538778,4217.420959
1nm1,1140,11318.086367,13536.876251,19032.986205,29096.292916,18619.159507,20626.476806,19532.435069,3732.33486
1nm1,1200,10566.613064,12129.019588,17265.913579,26251.514466,16374.068052,18778.506316,16452.55006,3337.610107
1nm1,1260,8880.579969,10038.683507,14623.70146,21944.103447,14335.941051,15165.930496,14383.504684,2928.620248
1nm1,1320,8031.631758,8868.689876,12500.006441,17839.078218,11501.199602,12773.49144,11722.362899,2300.872438
1nm1,1380,7051.904401,7979.315917,10224.171874,14742.611022,9577.342512,9865.085811,9037.529364,1972.733497
1nm1,1440,5646.539743,6885.447062,8269.43147,11964.929798,7173.180681,7798.588727,7460.915335,1523.328001
1nm1,1500,4509.900762,5962.804087,6776.060999,9303.868436,6003.228943,5874.820648,5515.754101,1180.925507
1nm1,1560,3615.81952,4902.253398,5099.61939,6985.321424,4345.826595,4440.942013,4015.301394,1043.013805
1nm1,1620,2781.194184,3920.186481,4022.435017,5384.968673,3294.808745,3508.815785,2980.932788,800.48001
1nm1,1680,2260.449452,3442.235756,3042.756743,3656.24319,2676.569399,2636.146224,2210.515204,534.169238
1nm1,1740,1730.196884,2545.788611,2391.229774,2755.037975,1958.466617,1994.133822,1704.041018,391.503118
1nm1,1800,1402.060283,2079.735178,1630.32908,2044.067935,1423.460455,1594.662038,1347.37098,351.081096
1nm1,1860,1019.235949,1753.974951,1371.148933,1525.705801,983.569179,1297.437302,993.080316,265.48159
1nm1,1920,802.857788,1425.838252,1059.658308,1052.524949,738.657787,933.635728,705.368918,248.837252
1nm1,1980,664.946738,1171.414347,800.48001,833.768918,662.568964,809.991125,548.435864,182.259935
1nm1,2040,615.013486,955.035775,622.146805,576.969124,472.347221,626.902352,377.23652,132.326983
1nm1,2100,410.525252,807.613346,455.70284,486.613836,246.459489,417.658554,301.14804,125.193707
1nm1,2160,315.414624,610.257939,391.503118,415.280787,217.926348,391.503118,210.793064,106.17164
1nm1,2220,355.836627,508.013763,267.859352,279.748168,210.793064,308.281332,141.838019,118.060431
1nm1,2280,196.526498,408.147485,239.326203,206.037541,129.949224,217.926348,158.482335,89.527335
1nm1,2340,234.570679,355.836627,148.971297,146.593538,94.282851,127.571466,129.949224,75.260791
