Name,Replicate,AUC
1722,A1,171234.002060819
1722,A2,138257.601487982
1722,A3,148373.251088433
1722,A4,142809.711134199
1722,A5,124329.626524079
1722,A6,121047.763302321
1722,A7,128472.792506323
1722,A8,120543.221209741
1722,A9,188111.303610971
1722,A10,134256.87140485
1722,A11,118548.740404377
1722,A12,129242.470339419
1949,A1,163595.813343673
1949,A2,137335.280475693
1949,A3,137954.060745086
1949,A4,128402.358415418
1949,A5,126897.41459838
1949,A6,126829.462525927
1949,A7,117479.677707951
1949,A8,131020.629344682
1949,A9,121612.67613225
1949,A10,124751.70670153
1949,A11,112706.705966089
1949,A12,114126.065572597
2005,A1,170003.372311751
2005,A2,145380.637564501
2005,A3,138248.733502405
2005,A4,120538.786672282
2005,A5,123759.020792653
2005,A6,135875.702719422
2005,A7,131744.801838578
2005,A8,122308.401567
2005,A9,120394.56175084
2005,A10,134469.033116301
2005,A11,120610.6713848
2005,A12,129311.022569533
2010,A1,162600.021066606
2010,A2,150460.952872491
2010,A3,136092.748046888
2010,A4,129410.161443345
2010,A5,126179.286422652
2010,A6,127545.562628455
2010,A7,119126.246469122
2010,A8,128313.498124881
2010,A9,127042.403981176
2010,A10,122328.314331317
2010,A11,124192.409718042
2010,A12,131531.428159754
1665,A1,166359.572987596
1665,A2,141599.841067134
1665,A3,138166.022095465
1665,A4,132450.739308642
1665,A5,136949.106019478
1665,A6,123554.286452871
1665,A7,121397.848107122
1665,A8,129529.230192072
1665,A9,126966.172001369
1665,A10,117765.368869587
1665,A11,127391.494594849
1665,A12,128324.627408643
1288,A1,151739.068665204
1288,A2,127113.577266375
1288,A3,515655.729349271
1288,A4,127895.223255414
1288,A5,132041.593182794
1288,A6,128463.544988994
1288,A7,118823.980939398
1288,A8,131825.510666644
1288,A9,126964.181222407
1288,A10,129669.392894752
1288,A11,127267.012620873
1288,A12,120330.383899978
ptada,A1,3202439.01243083
ptada,A2,1841129.08554244
ptada,A3,746977.874986394
ptada,A4,5805396.09562757
ptada,A5,1146902.69787722
ptada,A6,6435689.12646649
ptada,A7,2631161.45127282
ptada,A8,5402803.12189229
ptada,A9,2158422.70039022
ptada,A10,4404550.36665052
ptada,A11,2262886.34381746
ptada,A12,2074252.3704425
pta,A1,65021758.2494784
pta,A2,14078660.1283351
pta,A3,31481657.4291976
pta,A4,20598763.1631659
pta,A5,43657119.5792165
pta,A6,65411626.7852007
pta,A7,42864544.4900071
pta,A8,28257579.72548
pta,A9,52454122.8317783
pta,A10,32106626.4793598
pta,A11,51097981.1638866
pta,A12,43771698.370331
