Name,Replicate,AUC
cPta,A1,19574773.3157311
cPta,A2,3188168.41901365
cPta,A3,3231645.25059656
cPta,A4,8635879.26574284
cPta,A5,13316144.26966
cPta,A6,11132061.0533045
cPta,A7,6126555.80301016
cPta,A8,14500138.6966238
cPta,A9,6387940.75021084
cPta,A10,9783657.37314874
cPta,A11,5895493.89350092
cPta,A12,3819305.10475586
fePta,A1,186768.401793462
fePta,A2,153471.701081823
fePta,A3,147373.548021461
fePta,A4,138473.487964505
fePta,A5,141305.739639183
fePta,A6,147423.766151307
fePta,A7,142432.921856841
fePta,A8,135587.688246578
fePta,A9,140858.327045221
fePta,A10,144896.49090182
fePta,A11,151641.290835074
fePta,A12,146294.54186641
c1544,A1,1343060.07574867
c1544,A2,581775.437546146
c1544,A3,1877326.2149542
c1544,A4,349121.515453077
c1544,A5,866812.969489796
c1544,A6,268500.037214022
c1544,A7,367730.100976499
c1544,A8,699373.842930837
c1544,A9,790502.348978676
c1544,A10,356451.297171845
c1544,A11,238357.259878768
c1544,A12,386903.216209096
fe1544,A1,169558.529767789
fe1544,A2,143593.673736498
fe1544,A3,155052.564982887
fe1544,A4,143146.244717861
fe1544,A5,144154.214874175
fe1544,A6,143007.708220954
fe1544,A7,150332.579411317
fe1544,A8,140005.757158284
fe1544,A9,152520.440314057
fe1544,A10,146669.765785308
fe1544,A11,141252.429465812
fe1544,A12,143377.150850299
c166,A1,3299671.23979419
c166,A2,7310769.20601988
c166,A3,4116107.1294414
c166,A4,2497846.57517295
c166,A5,6544500.01282208
c166,A6,6246969.0795956
c166,A7,1325121.75828802
c166,A8,6687736.70978716
c166,A9,3495933.87609051
c166,A10,4737074.72420526
c166,A11,1615748.0359234
c166,A12,5305076.4924469
fe166,A1,158148.923378567
fe166,A2,147626.217061735
fe166,A3,152660.715140126
fe166,A4,136411.840666941
fe166,A5,139359.384359883
fe166,A6,138727.986368443
fe166,A7,132044.841932126
fe166,A8,151216.373227671
fe166,A9,147746.249430782
fe166,A10,137785.695414364
fe166,A11,136211.322054915
fe166,A12,206429.291319058
c17,A1,4823951.77294306
c17,A2,9732345.54399507
c17,A3,3777348.09898984
c17,A4,4220938.43415932
c17,A5,3214180.6398775
c17,A6,14454530.7846656
c17,A7,5120159.98613057
c17,A8,4778169.47967469
c17,A9,3270872.53353823
c17,A10,2174532.74122772
c17,A11,9124634.06578644
c17,A12,8074427.38066601
fe17,A1,147869.737872216
fe17,A2,150513.624510246
fe17,A3,162488.095399723
fe17,A4,254860.66762854
fe17,A5,144981.527218091
fe17,A6,142125.04391138
fe17,A7,149186.803386483
fe17,A8,141686.898355687
fe17,A9,150882.266870523
fe17,A10,146661.628371189
fe17,A11,146292.845315056
fe17,A12,142310.125448726
