Name,Replicate,AUC
cPta,A1,5498788.88516623
cPta,A2,14946910.379621
cPta,A3,11497865.8352146
cPta,A4,10204436.1341748
cPta,A5,13644180.8364839
cPta,A6,13144471.0276263
cPta,A7,12163575.6336102
cPta,A8,10353121.2453874
cPta,A9,13689088.742652
cPta,A10,8487494.70101371
cPta,A11,22248999.5411829
cPta,A12,13229951.269912
fePta,A1,266977.517934461
fePta,A2,189591.322782492
fePta,A3,159217.987644
fePta,A4,146097.746199421
fePta,A5,156181.683582958
fePta,A6,158580.886541454
fePta,A7,189217.80012082
fePta,A8,151709.895440443
fePta,A9,167148.316448103
fePta,A10,164120.698986176
fePta,A11,149074.750175163
fePta,A12,165260.160162433
c470,A1,11496244.4690013
c470,A2,7955446.30169606
c470,A3,3459759.3066415
c470,A4,12554473.0239404
c470,A5,8360708.15353939
c470,A6,6312678.62686592
c470,A7,3515129.22948073
c470,A8,5071950.15324888
c470,A9,6801442.60809196
c470,A10,4715910.97180899
c470,A11,9234885.81432789
c470,A12,7714693.94557694
fe470,A1,185241.47758177
fe470,A2,206727.728158102
fe470,A3,150010.708197261
fe470,A4,136018.143490511
fe470,A5,148871.106148052
fe470,A6,137770.462791407
fe470,A7,144029.593893264
fe470,A8,153937.340846203
fe470,A9,160905.205601315
fe470,A10,153158.962830937
fe470,A11,150069.495086576
fe470,A12,160277.011521427
c94,A1,1070715.1760534
c94,A2,1810640.20129215
c94,A3,994068.548490611
c94,A4,1412932.13881148
c94,A5,1009453.7128623
c94,A6,1074687.40868211
c94,A7,1884774.13757038
c94,A8,1875117.88761924
c94,A9,2062005.33401416
c94,A10,2141324.42477648
c94,A11,1684210.32124583
c94,A12,1367575.57287379
fe94,A1,171009.293670907
fe94,A2,167800.182799813
fe94,A3,172760.869516237
fe94,A4,157005.1016534
fe94,A5,149756.317193792
fe94,A6,142760.616273635
fe94,A7,175784.132039999
fe94,A8,159089.991270709
fe94,A9,163856.706687681
fe94,A10,159961.032166961
fe94,A11,172824.365541594
fe94,A12,163350.804522581
c1294,A1,815669.674000999
c1294,A2,1294595.51390663
c1294,A3,660207.964177019
c1294,A4,818310.095268216
c1294,A5,527240.076278621
c1294,A6,1051265.92110638
c1294,A7,802546.750337603
c1294,A8,1264305.19796587
c1294,A9,504672.678280001
c1294,A10,709437.923372823
c1294,A11,812574.176493898
c1294,A12,1076447.92291853
fe1294,A1,166330.879633078
fe1294,A2,161101.27865975
fe1294,A3,144540.819242868
fe1294,A4,186062.022594693
fe1294,A5,155425.895667949
fe1294,A6,183979.646515197
fe1294,A7,875103.287127728
fe1294,A8,219304.146940346
fe1294,A9,149303.246207101
fe1294,A10,163422.396032306
fe1294,A11,195503.879643127
fe1294,A12,206003.828338499
