Name,Replicate,AUC
59,A1,132294.74887956
59,A2,134696.989949236
59,A3,139096.174803265
59,A4,128076.700998024
59,A5,126443.42831669
59,A6,134888.568655923
59,A7,133441.762646667
59,A8,122339.299785873
59,A9,131734.2955882
59,A10,122022.690288612
59,A11,124609.90075635
59,A12,129454.457699785
161,A1,214802.837531131
161,A2,141069.932622344
161,A3,170683.130157548
161,A4,257773.580453079
161,A5,299878.553974665
161,A6,231970.025281034
161,A7,129398.291135221
161,A8,271204.952259586
161,A9,192302.00424509
161,A10,184217.797324087
161,A11,356844.95826881
161,A12,178672.038310365
108,A1,139171.364441728
108,A2,137221.598097365
108,A3,136142.97823944
108,A4,135264.985890448
108,A5,129270.473594479
108,A6,146159.371574024
108,A7,126123.678631116
108,A8,128819.043090568
108,A9,128190.601249928
108,A10,128842.098789265
108,A11,126442.672551624
108,A12,127315.505774805
295,A1,3045502.0067484
295,A2,1358200.80093705
295,A3,4321207.23702776
295,A4,1558322.74831471
295,A5,3629815.60407728
295,A6,1371969.08389637
295,A7,173895.077058098
295,A8,1115108.94141193
295,A9,4540506.02428978
295,A10,1025475.22330193
295,A11,1010108.43134682
295,A12,1492653.53372776
359,A1,137654.408122417
359,A2,136208.758947294
359,A3,131801.62020055
359,A4,144765.186012536
359,A5,138282.457483793
359,A6,132859.278494707
359,A7,136774.521405686
359,A8,127823.57505533
359,A9,141191.017581568
359,A10,137835.923722776
359,A11,154045.306739869
359,A12,134556.379822334
17,A1,1359151.77648629
17,A2,1805969.45009928
17,A3,1885021.525198
17,A4,5426740.24462181
17,A5,4150103.20554407
17,A6,1108490.43798325
17,A7,155366.869312667
17,A8,6369215.30723642
17,A9,7535789.07631891
17,A10,5383912.67832178
17,A11,6748818.78916181
17,A12,3143145.55098376
PtaDA,A1,633762.066892635
PtaDA,A2,175346.212823857
PtaDA,A3,144324.120040275
PtaDA,A4,340403.657215237
PtaDA,A5,175403.351890246
PtaDA,A6,282236.688577308
PtaDA,A7,144959.566842572
PtaDA,A8,146036.517565727
PtaDA,A9,1179494.41017041
PtaDA,A10,388087.015822602
PtaDA,A11,258073.044771296
PtaDA,A12,263516.245035923
Pta,A1,1453751.27922119
Pta,A2,2659956.92395457
Pta,A3,8955495.62885254
Pta,A4,11038145.5642755
Pta,A5,3431022.96170838
Pta,A6,17231778.7043367
Pta,A7,935891.116091352
Pta,A8,3173307.40320945
Pta,A9,5185167.97144127
Pta,A10,15043497.4295803
Pta,A11,4926229.07031722
Pta,A12,10936846.3343891
