Name,Replicate,AUC
pta,A1,9037125.11425682
pta,A2,18410436.9068531
pta,A3,18072454.5893654
pta,A4,1871655.50227797
pta,A5,18977711.7071902
pta,A6,6952871.30783592
pta,A7,5553998.82567327
pta,A8,9372196.49524742
pta,A9,10351810.7938488
pta,A10,10365173.0466418
pta,A11,13017347.1502422
pta,A12,8582165.10042673
ptada,A1,245412.528680949
ptada,A2,255077.220842521
ptada,A3,193649.232501839
ptada,A4,186531.352485401
ptada,A5,178682.705844673
ptada,A6,200292.860178188
ptada,A7,239489.977879935
ptada,A8,978595.551586767
ptada,A9,291547.811567213
ptada,A10,196090.165151849
ptada,A11,226627.072600379
ptada,A12,179400.644176729
pa,A1,7881936.16845939
pa,A2,16053999.1779763
pa,A3,12538302.721096
pa,A4,5959921.66736795
pa,A5,17990161.1429025
pa,A6,11545073.4600027
pa,A7,15860888.21766
pa,A8,8502263.70084747
pa,A9,5934879.66762237
pa,A10,23785325.3549435
pa,A11,10111314.9462889
pa,A12,13070417.0846741
pa20,A1,296800.450531108
pa20,A2,235854.396833433
pa20,A3,169684.937685135
pa20,A4,180411.948596406
pa20,A5,251730.935585696
pa20,A6,225774.432671719
pa20,A7,465136.675893259
pa20,A8,251732.115225032
pa20,A9,196291.197784013
pa20,A10,203924.600293806
pa20,A11,181246.931794978
pa20,A12,196408.865275248
468,A1,5274153.69264044
468,A2,4491103.05092864
468,A3,5811626.54601528
468,A4,4768820.71223919
468,A5,4818344.24880893
468,A6,4126713.53065255
468,A7,1196549.87718821
468,A8,2638092.84210447
468,A9,4149701.48741991
468,A10,4964552.331211
468,A11,8836147.37372857
468,A12,1962885.69635486
1814,A1,2632800.18553956
1814,A2,1604038.95497911
1814,A3,2399104.17456708
1814,A4,1405969.0988174
1814,A5,2541479.63664604
1814,A6,1699217.43270166
1814,A7,858064.316133162
1814,A8,2411094.88929823
1814,A9,976410.279394029
1814,A10,1553195.11358449
1814,A11,3567673.83181136
1814,A12,1301078.38565635
1635,A1,1312005.93179434
1635,A2,1424232.0607418
1635,A3,1278959.41280996
1635,A4,2689222.64304436
1635,A5,1253439.49878237
1635,A6,2043523.96083324
1635,A7,956871.635344432
1635,A8,2072287.75079935
1635,A9,1548736.88302282
1635,A10,561389.811793437
1635,A11,528087.574197554
1635,A12,1057551.58555205
1128,A1,1847211.3596065
1128,A2,2875851.12098451
1128,A3,8754851.88993652
1128,A4,4570818.11475107
1128,A5,2148009.86777525
1128,A6,5269790.99914052
1128,A7,1975688.99686065
1128,A8,4417371.77401357
1128,A9,1207312.92729426
1128,A10,1921052.62821311
1128,A11,2105876.06750076
1128,A12,3780273.03876917
