Name,Replicate,AUC
pta,A1,22094598.1354662
pta,A2,18282353.7535217
pta,A3,32410816.5071145
pta,A4,10064629.4531808
pta,A5,24407581.3965465
pta,A6,18314960.4607758
pta,A7,10773016.4196569
pta,A8,10732609.2356055
pta,A9,24012004.1114249
pta,A10,9185511.20621473
pta,A11,18714253.2945117
pta,A12,15103807.3645788
ptada,A1,168425.042402471
ptada,A2,197876.779674796
ptada,A3,151236.460849658
ptada,A4,171761.855336299
ptada,A5,176529.960011565
ptada,A6,209007.323191658
ptada,A7,203864.815820417
ptada,A8,151434.138185872
ptada,A9,196394.70912943
ptada,A10,192461.706903466
ptada,A11,229326.735060378
ptada,A12,222883.556241561
pa,A1,7622407.55834634
pa,A2,21262998.9402211
pa,A3,21561912.9744728
pa,A4,19558184.592959
pa,A5,13508813.1361199
pa,A6,11096832.3255754
pa,A7,20203997.8313372
pa,A8,25582894.8539503
pa,A9,26463320.7885089
pa,A10,39288204.4496315
pa,A11,12259336.673477
pa,A12,12584093.9032543
pa20,A1,173204.597300598
pa20,A2,157506.542481085
pa20,A3,146810.622009192
pa20,A4,176775.566444495
pa20,A5,153573.830324354
pa20,A6,148291.623662774
pa20,A7,163850.455822699
pa20,A8,152366.171403389
pa20,A9,157423.555274652
pa20,A10,157719.559974112
pa20,A11,258804.297278407
pa20,A12,147717.855422988
1256,A1,582372.113628489
1256,A2,713778.945916497
1256,A3,1164541.15680187
1256,A4,1627741.1887885
1256,A5,717121.180469277
1256,A6,2166083.26660512
1256,A7,4052614.55879842
1256,A8,1857195.47970762
1256,A9,872491.270832011
1256,A10,3518352.3571301
1256,A11,3571663.13515153
1256,A12,307346.838864344
1288,A1,494335.759683138
1288,A2,149214.750985555
1288,A3,150723.809335016
1288,A4,148942.446591021
1288,A5,150022.209677026
1288,A6,159214.729956983
1288,A7,197839.467603912
1288,A8,152005.206777357
1288,A9,145389.111927506
1288,A10,147508.110262546
1288,A11,147518.030790912
1288,A12,143100.334136145
1291,A1,1364190.81875217
1291,A2,2295021.66459595
1291,A3,893302.14003309
1291,A4,645962.93073067
1291,A5,2687488.26734772
1291,A6,1932687.38285565
1291,A7,331186.423807381
1291,A8,846871.830967646
1291,A9,290390.076155848
1291,A10,669020.527234199
1291,A11,1071562.50768674
1291,A12,356946.758369856
10pa1001186,A1,18132198.6692845
10pa1001186,A2,34355279.0366512
10pa1001186,A3,16387385.4453636
10pa1001186,A4,10679923.6335657
10pa1001186,A5,14878877.6260407
10pa1001186,A6,4019933.17065894
10pa1001186,A7,8745506.09886503
10pa1001186,A8,9770255.33174568
10pa1001186,A9,16669843.8985283
10pa1001186,A10,28034040.1816235
10pa1001186,A11,9479998.18557548
10pa1001186,A12,10618117.6218265
