Name,Replicate,AUC
Pta,A1,50331473.1479414
Pta,A2,34025689.3793807
Pta,A3,51387931.0741169
Pta,A4,31806803.6777935
Pta,A5,53819212.9955535
Pta,A6,46401624.2617213
Pta,A7,47716829.3505189
Pta,A8,12567605.6937422
Pta,A9,44967331.9087697
Pta,A10,49450994.2833828
Pta,A11,42653899.1017087
Pta,A12,39310016.277606
PtaDA,A1,418813.626127106
PtaDA,A2,325652.797667389
PtaDA,A3,512626.073790405
PtaDA,A4,692006.112675262
PtaDA,A5,437418.950908569
PtaDA,A6,205452.535876495
PtaDA,A7,274230.110839111
PtaDA,A8,122156.544252899
PtaDA,A9,322437.066748077
PtaDA,A10,274866.555923584
PtaDA,A11,256293.222756012
PtaDA,A12,871067.481414764
Pa,A1,39648952.4088289
Pa,A2,19546971.3540978
Pa,A3,33891279.1032314
Pa,A4,41338507.4250275
Pa,A5,31888453.599243
Pa,A6,39199158.3528135
Pa,A7,37417036.235379
Pa,A8,42125521.890649
Pa,A9,36892152.5261012
Pa,A10,42186494.0192246
Pa,A11,38601008.1260341
Pa,A12,49820217.9179855
Pa20,A1,415785.25606543
Pa20,A2,117346.366216827
Pa20,A3,83959.3364324036
Pa20,A4,83859.4909025269
Pa20,A5,76269.4377337952
Pa20,A6,82249.7905359802
Pa20,A7,87639.2995315857
Pa20,A8,85384.4987583618
Pa20,A9,80123.5554153442
Pa20,A10,79024.4019295349
Pa20,A11,70740.2998714905
Pa20,A12,76194.8977884216
1297,A1,299967.215809998
1297,A2,92605.3865891724
1297,A3,94963.9754353943
1297,A4,83464.6070084839
1297,A5,83970.761875946
1297,A6,89781.5808076782
1297,A7,76200.2639139709
1297,A8,87000.668252533
1297,A9,73375.1370748596
1297,A10,82881.3711587219
1297,A11,79355.0346394958
1297,A12,86994.8390409241
447,A1,599293.92034021
447,A2,92024.6491925659
447,A3,79866.2041882629
447,A4,85267.6709560852
447,A5,95615.2203842773
447,A6,84546.3074302978
447,A7,78830.0241166382
447,A8,74921.7964897766
447,A9,78895.5371833801
447,A10,77354.6254953918
447,A11,100109.068155914
447,A12,85912.5150792542
20,A1,229559.894515045
20,A2,92021.599216156
20,A3,97282.3287934876
20,A4,84939.9765866699
20,A5,106796.337119293
20,A6,74723.9431452026
20,A7,90983.7443722229
20,A8,82373.4933721313
20,A9,74925.6363594055
20,A10,78385.7185958252
20,A11,75487.0146907044
20,A12,79735.5534006348
470,A1,19772861.1227769
470,A2,21154096.5582467
470,A3,12159811.9848381
470,A4,29029296.9959492
470,A5,18908065.0617799
470,A6,28943318.8267974
470,A7,19762518.5175475
470,A8,19996608.3154362
470,A9,23795342.464624
470,A10,23598845.9771585
470,A11,19868003.3587514
470,A12,19211719.957818
