Name,Replicate,AUC
Pta,A1,37295419.9482592
Pta,A2,34341880.4877375
Pta,A3,14197207.7822782
Pta,A4,41666230.2060216
Pta,A5,48242997.2465876
Pta,A6,43325947.0676615
Pta,A7,29216687.898616
Pta,A8,48954985.4697449
Pta,A9,18672135.2726339
Pta,A10,51147335.9791633
Pta,A11,10900029.4727884
Pta,A12,42496941.8189445
PtaDA,A1,2661882.8075972
PtaDA,A2,1218198.54194241
PtaDA,A3,1059746.07776932
PtaDA,A4,1216077.27647861
PtaDA,A5,917260.147328186
PtaDA,A6,634574.115258026
PtaDA,A7,695410.589652832
PtaDA,A8,1315201.04340149
PtaDA,A9,1833220.57905121
PtaDA,A10,782832.979621155
PtaDA,A11,1951439.66042078
PtaDA,A12,3269449.67811932
Pa,A1,30900057.4101914
Pa,A2,33098264.1200749
Pa,A3,22004770.3568796
Pa,A4,14374958.3381769
Pa,A5,47727457.036996
Pa,A6,38882980.5546393
Pa,A7,45320666.6199191
Pa,A8,42625336.3047317
Pa,A9,35670207.5897557
Pa,A10,50731746.9115996
Pa,A11,26313294.1352479
Pa,A12,55749868.9679393
Pa20,A1,182432.831747772
Pa20,A2,116318.863085785
Pa20,A3,110469.516817322
Pa20,A4,105201.4897677
Pa20,A5,112574.920062012
Pa20,A6,102815.460504303
Pa20,A7,103709.28633493
Pa20,A8,113344.587997406
Pa20,A9,96317.3484607849
Pa20,A10,100238.330317993
Pa20,A11,103450.378389526
Pa20,A12,1268221.40671161
1297,A1,212057.422192169
1297,A2,112005.923413605
1297,A3,113679.804604218
1297,A4,110132.674385834
1297,A5,111359.548221893
1297,A6,175240.181173248
1297,A7,109234.985233612
1297,A8,96837.6525256348
1297,A9,116823.002365082
1297,A10,102670.116650299
1297,A11,111489.656739441
1297,A12,1985299.21391464
447,A1,211663.896671722
447,A2,109442.584862823
447,A3,104998.484722107
447,A4,127372.602242157
447,A5,113675.095893097
447,A6,95161.8689138794
447,A7,109878.140080292
447,A8,110469.907660004
447,A9,96187.3618486633
447,A10,103380.811205139
447,A11,99928.4208253479
447,A12,1609001.38983765
20,A1,149287.675248352
20,A2,140537.392656891
20,A3,114831.687763306
20,A4,93038.219523468
20,A5,110390.466974091
20,A6,116489.230963379
20,A7,104732.373639893
20,A8,111622.766045685
20,A9,119645.967599457
20,A10,114060.449860748
20,A11,101529.737920715
20,A12,1130785.45362619
470,A1,17478255.117041
470,A2,22079421.7109213
470,A3,19389571.5138008
470,A4,31626658.5406435
470,A5,22186270.0175037
470,A6,11325193.5554167
470,A7,15035740.7675134
470,A8,21701320.6230612
470,A9,12232883.4714057
470,A10,18079000.6601159
470,A11,39456075.5330479
470,A12,26950082.7764909
