Name,Replicate,AUC
5001,A1,14500067.3599933
5001,A2,14639757.2632316
5001,A3,14641853.8444182
5001,A4,15031138.4001557
5001,A5,14806910.5229951
5001,A6,14847462.1822921
5001,A7,14786701.2722292
5001,A8,14863463.5418862
5001,A9,15136131.4011494
5001,A10,15412041.5900896
5001,A11,15594491.2253491
5001,A12,15675559.7009169
5002,A1,17093932.8564603
5002,A2,16133768.658226
5002,A3,14781421.6294107
5002,A4,14968868.0070493
5002,A5,15501057.5697437
5002,A6,15431279.7140355
5002,A7,14952155.0163021
5002,A8,14852136.6439632
5002,A9,23629109.125904
5002,A10,15498466.4682408
5002,A11,15748167.9377908
5002,A12,16584035.4684376
5003,A1,14827726.272992
5003,A2,14790280.0697292
5003,A3,15068952.2267605
5003,A4,15036548.2453734
5003,A5,14908128.3181177
5003,A6,15115553.5217642
5003,A7,15040250.8324414
5003,A8,15038268.8796806
5003,A9,15114937.4273101
5003,A10,15807287.8167516
5003,A11,15936393.8153794
5003,A12,15738362.8688551
5004,A1,16772073.2373589
5004,A2,15442798.0346486
5004,A3,15893358.2972274
5004,A4,27933081.5527992
5004,A5,22489989.031361
5004,A6,18665244.3295498
5004,A7,20330260.1433051
5004,A8,21280652.5931864
5004,A9,22614802.6086768
5004,A10,18125339.4782307
5004,A11,16908937.5061877
5004,A12,25499408.5655164
5005,A1,15937919.8497879
5005,A2,18832357.6371658
5005,A3,16960811.8463852
5005,A4,17813091.2747558
5005,A5,24615785.3642223
5005,A6,16020538.1964908
5005,A7,16071435.3212528
5005,A8,21028307.7926838
5005,A9,18703587.2541868
5005,A10,18622348.5691242
5005,A11,17293850.8751809
5005,A12,19720678.6170243
mock,A1,15445372.2146853
mock,A2,15073059.6051933
mock,A3,21544475.0930259
mock,A4,16748841.0485768
mock,A5,24048732.5016186
mock,A6,24981103.6283549
mock,A7,24338292.82952
mock,A8,28215638.3860087
mock,A9,17987455.5255919
mock,A10,19798778.9198694
mock,A11,18108728.7202049
mock,A12,18011994.338878
pa20,A1,17144077.2571394
pa20,A2,15493125.9355556
pa20,A3,15440279.0014044
pa20,A4,16848060.3980588
pa20,A5,18202897.1155125
pa20,A6,15849041.3993187
pa20,A7,17110968.3507172
pa20,A8,24515464.9242384
pa20,A9,15958811.2949943
pa20,A10,18746189.278914
pa20,A11,16974040.8577111
pa20,A12,17100842.0341013
5007,A1,17040772.9183743
5007,A2,15438428.0451513
5007,A3,15529086.8115187
5007,A4,15319618.2100413
5007,A5,16142870.3869306
5007,A6,16722894.4083511
5007,A7,15290938.1314085
5007,A8,15039152.2497179
5007,A9,16137569.2427426
5007,A10,15711138.8537469
5007,A11,15931187.275074
5007,A12,16007504.9147751
