Name,Replicate,AUC
flg22_col,A1,40588841.8564013
flg22_col,A2,34393282.0086322
flg22_col,A3,44561453.8615838
flg22_col,A4,42163897.2379408
flg22_col,A5,28700133.8171051
flg22_col,A6,29645238.0738303
flg22_col,A7,43331872.7933039
flg22_col,A8,38114991.7117856
flg22_col,A9,31335704.9480625
flg22_col,A10,30091063.9919985
flg22_col,A11,36239455.495255
flg22_col,A12,29920955.5500752
flg22_fls2,A1,23136827.000234
flg22_fls2,A2,23191389.3712462
flg22_fls2,A3,23273928.7541658
flg22_fls2,A4,23180550.2758848
flg22_fls2,A5,23185185.4957865
flg22_fls2,A6,23260704.8325646
flg22_fls2,A7,23329345.1598509
flg22_fls2,A8,23368247.2997121
flg22_fls2,A9,23673864.6746774
flg22_fls2,A10,23771602.1296284
flg22_fls2,A11,24062960.9914173
flg22_fls2,A12,24133781.3005383
flg22_bak1-5,A1,23252355.5294392
flg22_bak1-5,A2,23441442.955475
flg22_bak1-5,A3,23481562.7942721
flg22_bak1-5,A4,23495477.5957154
flg22_bak1-5,A5,34005429.6726269
flg22_bak1-5,A6,31453974.526901
flg22_bak1-5,A7,35966738.8261519
flg22_bak1-5,A8,32711608.2606964
flg22_bak1-5,A9,33822115.2663073
flg22_bak1-5,A10,40165143.7382904
flg22_bak1-5,A11,31309310.7651666
flg22_bak1-5,A12,29470593.0367255
1471_col,A1,26019317.2227025
1471_col,A2,23833795.6240711
1471_col,A3,25008990.3941738
1471_col,A4,23623245.2704785
1471_col,A5,24116208.1042089
1471_col,A6,25087913.9388901
1471_col,A7,26201302.8965868
1471_col,A8,24164192.943124
1471_col,A9,24173270.2869545
1471_col,A10,25681095.0359982
1471_col,A11,26857105.9333507
1471_col,A12,25347015.1697487
1471_fls2,A1,23143214.5729441
1471_fls2,A2,23208267.7959119
1471_fls2,A3,23232332.2810096
1471_fls2,A4,23263802.5398718
1471_fls2,A5,23079656.0018011
1471_fls2,A6,23203227.2832484
1471_fls2,A7,23333016.979357
1471_fls2,A8,23323102.0353196
1471_fls2,A9,23614111.9146705
1471_fls2,A10,23815945.2047005
1471_fls2,A11,24141125.4553739
1471_fls2,A12,24099884.859721
1471_bak1-5,A1,23104693.8081981
1471_bak1-5,A2,23253141.0319394
1471_bak1-5,A3,23235631.2155422
1471_bak1-5,A4,24092731.2416961
1471_bak1-5,A5,25323018.2042723
1471_bak1-5,A6,24753121.7664774
1471_bak1-5,A7,24019693.9379084
1471_bak1-5,A8,24406239.54019
1471_bak1-5,A9,25380774.6292778
1471_bak1-5,A10,24825130.0924421
1471_bak1-5,A11,25815701.5247877
1471_bak1-5,A12,28648589.9576771
