Name,Replicate,AUC
flg22_col,A1,29183675.6526964
flg22_col,A2,27789043.6432208
flg22_col,A3,36392518.339369
flg22_col,A4,31800144.9379326
flg22_col,A5,28772342.0528213
flg22_col,A6,29734923.0769607
flg22_col,A7,33703296.493813
flg22_col,A8,38240308.4989915
flg22_col,A9,36039712.7088673
flg22_col,A10,33276437.4779081
flg22_col,A11,55711935.4689795
flg22_col,A12,33644037.5134808
flg22_fls2,A1,23325676.6235244
flg22_fls2,A2,23350355.2666129
flg22_fls2,A3,23440766.555394
flg22_fls2,A4,23565135.8217605
flg22_fls2,A5,23474409.8672056
flg22_fls2,A6,23461900.97981
flg22_fls2,A7,23319269.0963465
flg22_fls2,A8,23402954.0907209
flg22_fls2,A9,23554542.9515067
flg22_fls2,A10,23814506.1665311
flg22_fls2,A11,23962257.08873
flg22_fls2,A12,24077641.5858876
flg22_bak1-5,A1,23447588.0609178
flg22_bak1-5,A2,23955592.8561617
flg22_bak1-5,A3,23997456.1327437
flg22_bak1-5,A4,24038328.372736
flg22_bak1-5,A5,23808755.5466771
flg22_bak1-5,A6,23908167.1195439
flg22_bak1-5,A7,23442885.8362516
flg22_bak1-5,A8,23834552.4872571
flg22_bak1-5,A9,24037151.9280867
flg22_bak1-5,A10,23914249.3351674
flg22_bak1-5,A11,24053850.6795831
flg22_bak1-5,A12,24001021.3108697
1391_col,A1,25414771.8102974
1391_col,A2,24469194.4691953
1391_col,A3,26364679.120578
1391_col,A4,25410040.7013396
1391_col,A5,31872810.903283
1391_col,A6,24428635.4079359
1391_col,A7,30585181.0132178
1391_col,A8,30998540.8935584
1391_col,A9,31960428.9772063
1391_col,A10,27901953.4379717
1391_col,A11,30109743.8272485
1391_col,A12,28063863.4561479
1391_fls2,A1,23320874.438375
1391_fls2,A2,23257434.9411813
1391_fls2,A3,23347523.7682305
1391_fls2,A4,23446693.0565669
1391_fls2,A5,23480109.9546199
1391_fls2,A6,23485151.7738271
1391_fls2,A7,23346608.4762347
1391_fls2,A8,23341289.6196022
1391_fls2,A9,23557176.3241809
1391_fls2,A10,23743265.3222292
1391_fls2,A11,23940462.1974574
1391_fls2,A12,23899078.5411403
1391_bak1-5,A1,23308629.9234866
1391_bak1-5,A2,23205083.9713994
1391_bak1-5,A3,23394304.1817985
1391_bak1-5,A4,23427068.4430446
1391_bak1-5,A5,23354458.0146341
1391_bak1-5,A6,23357863.1210865
1391_bak1-5,A7,23373182.3441619
1391_bak1-5,A8,23377814.2464528
1391_bak1-5,A9,23471470.3803643
1391_bak1-5,A10,23711939.6414867
1391_bak1-5,A11,23994137.0314964
1391_bak1-5,A12,29660081.8234945
