Name,Replicate,AUC
Pa,A1,22662323.6168384
Pa,A2,23920850.71244
Pa,A3,21418682.1833658
Pa,A4,22907445.145109
Pa,A5,23757328.0589126
Pa,A6,21626995.1754011
Pa,A7,21686685.7970923
Pa,A8,20964241.5701975
Pa20,A1,20555837.1284083
Pa20,A2,21845771.5135823
Pa20,A3,20669789.7828608
Pa20,A4,21259697.9624937
Pa20,A5,19320287.864337
Pa20,A6,21838181.6620043
Pa20,A7,22685329.0676703
Pa20,A8,21817241.2025607
2004,A1,26085785.9320811
2004,A2,25041782.7370145
2004,A3,25373142.5857796
2004,A4,27794719.5229889
2004,A5,26427209.4970085
2004,A6,30124540.205029
2004,A7,28036135.4011675
2004,A8,32507063.4992918
1329,A1,27788812.0362134
1329,A2,33800498.1105269
1329,A3,37703788.0726975
1329,A4,28373266.9119068
1329,A5,30348422.206366
1329,A6,20757699.3824958
1329,A7,33416863.0411374
1329,A8,25611568.5446975
1633,A1,50305048.1308312
1633,A2,42656354.1511344
1633,A3,53004517.508671
1633,A4,42847357.8230489
1633,A5,54978739.8318159
1633,A6,50052848.4496081
1633,A7,62828475.680238
1633,A8,33967712.2518163
2001,A1,29438141.2798155
2001,A2,25000321.4155572
2001,A3,26585319.5553389
2001,A4,25461408.0187393
2001,A5,27265127.0032036
2001,A6,21115347.3276308
2001,A7,26100734.0743671
2001,A8,28249829.4025241
1665,A1,22969088.2204885
1665,A2,20264022.2805767
1665,A3,30131245.1766225
1665,A4,31122716.4238282
1665,A5,24076563.3665226
1665,A6,23036777.9638566
1665,A7,38491457.6156432
1665,A8,32997388.966865
1857,A1,45679833.3283129
1857,A2,55598193.4532513
1857,A3,44177901.6172318
1857,A4,28167660.3528317
1857,A5,43759029.3717938
1857,A6,52620920.7854034
1857,A7,70832619.9255222
1857,A8,33385239.3729188
