Name,Replicate,AUC
Pa,A1,16962645.8951399
Pa,A2,17635889.8832878
Pa,A3,15636248.2807486
Pa,A4,15557827.0691569
Pa,A5,16295077.2433789
Pa,A6,16166827.3985661
Pa,A7,16305739.3655843
Pa,A8,15482681.9213024
Pa,A9,15701889.2310105
Pa,A10,15879067.8871939
Pa,A11,17153319.4571055
Pa,A12,15950384.2812132
Pa20,A1,15499778.8099112
Pa20,A2,15414258.9961034
Pa20,A3,15458789.6001629
Pa20,A4,15475674.538399
Pa20,A5,15349035.3939041
Pa20,A6,15455810.43707
Pa20,A7,15230316.614794
Pa20,A8,15464922.3626869
Pa20,A9,15415115.8173681
Pa20,A10,16289994.1972808
Pa20,A11,16825882.5399779
Pa20,A12,15665482.3328354
2009,A1,15210224.0023397
2009,A2,14963121.3870363
2009,A3,15034015.3643181
2009,A4,15299922.4612479
2009,A5,15003995.6695912
2009,A6,15330999.0490837
2009,A7,15060798.2214667
2009,A8,15337293.9748324
2009,A9,15323613.0940258
2009,A10,15818467.3549005
2009,A11,15786497.4211233
2009,A12,15875187.8506253
1410,A1,14806001.4849603
1410,A2,14843333.9467975
1410,A3,14860796.2171204
1410,A4,14870155.9219337
1410,A5,14997316.0960076
1410,A6,14988532.1343515
1410,A7,15014581.3253151
1410,A8,15111586.68069
1410,A9,15298935.7411406
1410,A10,15452738.1554369
1410,A11,15730058.2981475
1410,A12,15627532.6022312
1186,A1,17477756.1694623
1186,A2,17106100.1051326
1186,A3,18159960.7370843
1186,A4,19001903.6019428
1186,A5,17887261.0645038
1186,A6,18282906.6934783
1186,A7,16853762.8964009
1186,A8,16413934.6196253
1186,A9,19556180.9457096
1186,A10,21611382.3933023
1186,A11,24436167.963738
1186,A12,17569106.7281961
5014,A1,15469074.0327191
5014,A2,15384577.7264495
5014,A3,15793604.2289442
5014,A4,15695191.3552904
5014,A5,15447157.8448705
5014,A6,15718203.6511605
5014,A7,15643727.0407741
5014,A8,15145724.6425142
5014,A9,15720879.2125657
5014,A10,15974799.7037379
5014,A11,16388985.967858
5014,A12,15925323.6808863
1949,A1,15509623.718791
1949,A2,16454220.526635
1949,A3,15651367.3082562
1949,A4,17181961.9244365
1949,A5,17065239.1707548
1949,A6,18858685.9932533
1949,A7,16818046.4195743
1949,A8,15763366.2220317
1949,A9,15904319.9357041
1949,A10,17557111.7799874
1949,A11,15897026.0559794
1949,A12,17153817.1825021
2004,A1,16611480.2490967
2004,A2,16106709.828855
2004,A3,15996825.9047034
2004,A4,17301513.2048121
2004,A5,15472984.9696265
2004,A6,17379940.218791
2004,A7,15633222.8297143
2004,A8,19765708.2062657
2004,A9,16240483.8736793
2004,A10,16273221.801242
2004,A11,16039550.2323784
2004,A12,18005742.2444724
