Name,Replicate,AUC
Pa,A1,18065531.5766921
Pa,A2,17916171.6123257
Pa,A3,20263110.9596381
Pa,A4,21796518.6519607
Pa,A5,20093850.9222717
Pa,A6,20401667.9849384
Pa,A7,18042065.4600201
Pa,A8,16514829.3061225
Pa20,A1,17223452.8687681
Pa20,A2,19806283.9641565
Pa20,A3,17713273.8341633
Pa20,A4,18545412.5239217
Pa20,A5,16889188.2102618
Pa20,A6,18194349.9792571
Pa20,A7,18878196.7980018
Pa20,A8,17707141.2250013
1584,A1,25642256.0368479
1584,A2,25405347.245666
1584,A3,27135561.7725745
1584,A4,30767994.0337874
1584,A5,27632039.4618781
1584,A6,19599637.6351324
1584,A7,22776329.4803129
1584,A8,24399492.4001274
2008,A1,26743092.3778966
2008,A2,21924366.0443696
2008,A3,19879757.9176608
2008,A4,25984869.8439105
2008,A5,23006864.7946249
2008,A6,18838619.6082652
2008,A7,23577409.7577202
2008,A8,24069990.3707994
2011,A1,19346913.8630804
2011,A2,23589233.7501384
2011,A3,24565523.3789871
2011,A4,40093918.9412242
2011,A5,35586496.680632
2011,A6,26212686.7625631
2011,A7,30467918.1931745
2011,A8,30076281.2291967
2001,A1,22103500.2045944
2001,A2,26290866.6483588
2001,A3,20425671.2848211
2001,A4,18565663.2138577
2001,A5,32078148.4134176
2001,A6,21505828.6085714
2001,A7,21843377.1848438
2001,A8,36770833.6557286
2009,A1,15526618.0863799
2009,A2,15533395.4126408
2009,A3,15332230.8126103
2009,A4,15349411.7607436
2009,A5,15279543.8293003
2009,A6,15463172.8899373
2009,A7,15462553.4854397
2009,A8,15231282.3078531
1410,A1,14981812.5397983
1410,A2,15178852.2390107
1410,A3,15239087.3062583
1410,A4,15146482.8540642
1410,A5,15188291.3668414
1410,A6,15155199.6608525
1410,A7,15198931.5691406
1410,A8,15051020.4996739
