Name,Replicate,AUC
Pta,A1,15361256.4769493
Pta,A2,7213095.41848419
Pta,A3,17141370.3931227
Pta,A4,16651443.3434453
Pta,A5,14115988.4065607
Pta,A6,11910915.0419158
Pta,A7,4381001.00183612
Pta,A8,9703287.31208924
Pta,A9,9978645.59641137
Pta,A10,8457350.09800781
Pta,A11,9113791.32028966
Pta,A12,6340083.05760707
PtaDA,A1,404183.057226924
PtaDA,A2,482934.969706409
PtaDA,A3,258783.331392057
PtaDA,A4,268120.033513397
PtaDA,A5,291690.666061192
PtaDA,A6,948728.689093975
PtaDA,A7,375498.658949568
PtaDA,A8,1224747.7947547
PtaDA,A9,309564.536015931
PtaDA,A10,627180.628880783
PtaDA,A11,168588.402964993
PtaDA,A12,720750.959576318
161,A1,218906.199820141
161,A2,344815.966645455
161,A3,190849.987521388
161,A4,184096.220767368
161,A5,151781.963843879
161,A6,196574.607091853
161,A7,192416.282284886
161,A8,173309.325860745
161,A9,204899.996825034
161,A10,168400.396773358
161,A11,293331.349371801
161,A12,156104.906516806
59,A1,155199.501440722
59,A2,144350.039572697
59,A3,146783.176798591
59,A4,134377.049236576
59,A5,138292.321365614
59,A6,130923.818429138
59,A7,133737.19973369
59,A8,131115.087876486
59,A9,131480.103570116
59,A10,135002.37410503
59,A11,121453.398979673
59,A12,125926.185695503
20,A1,153619.645761747
20,A2,131934.755130433
20,A3,139488.811901122
20,A4,136583.694859227
20,A5,157399.880835962
20,A6,128967.593175272
20,A7,132357.208649469
20,A8,133888.954750304
20,A9,134756.004831164
20,A10,133748.883537688
20,A11,118124.629092138
20,A12,133939.33769294
459,A1,163378.97182651
459,A2,159842.960477048
459,A3,155494.033913171
459,A4,152463.431553379
459,A5,152458.711785557
459,A6,151592.164458514
459,A7,146731.652008916
459,A8,134639.497805308
459,A9,152350.810060926
459,A10,153092.809106934
459,A11,151462.207104506
459,A12,147348.937545108
Pa,A1,9182061.42761592
Pa,A2,8987202.74477489
Pa,A3,10657396.3549704
Pa,A4,4779877.95622466
Pa,A5,15261803.1351871
Pa,A6,9347509.91234468
Pa,A7,3958179.83610812
Pa,A8,4420425.25350539
Pa,A9,15842431.6308173
Pa,A10,6797769.98816143
Pa,A11,7795642.68445842
Pa,A12,9651521.39815266
Pa20,A1,154984.661811082
Pa20,A2,147625.368709413
Pa20,A3,140560.036422189
Pa20,A4,147113.000763953
Pa20,A5,147239.214064882
Pa20,A6,142442.309023363
Pa20,A7,136146.110439248
Pa20,A8,148373.213158278
Pa20,A9,144910.592968299
Pa20,A10,137963.93040099
Pa20,A11,138031.78248219
Pa20,A12,129712.920072819
