Name,Replicate,AUC
Pta_5nM,A1,21266255.0038483
Pta_5nM,A2,16720528.4016693
Pta_5nM,A3,17399972.01297
Pta_5nM,A4,17442016.1515218
Pta_5nM,A5,18464745.0882007
Pta_5nM,A6,17641001.2689791
Pta_5nM,A7,16355171.6525632
Pta_5nM,A8,19127455.3438399
Pta_5nM,A9,17508582.8576443
Pta_5nM,A10,21823563.0443889
Pta_5nM,A11,18889698.8007149
Pta_5nM,A12,17469240.2504855
1949_5nM+Pta_5nM,A1,20436345.9560711
1949_5nM+Pta_5nM,A2,17749827.4846308
1949_5nM+Pta_5nM,A3,20370152.1918343
1949_5nM+Pta_5nM,A4,16938989.8275413
1949_5nM+Pta_5nM,A5,22491079.3127246
1949_5nM+Pta_5nM,A6,18785551.152147
1949_5nM+Pta_5nM,A7,20667405.0432251
1949_5nM+Pta_5nM,A8,19826694.6249148
1949_5nM+Pta_5nM,A9,19377752.9142956
1949_5nM+Pta_5nM,A10,23723810.8374301
1949_5nM+Pta_5nM,A11,22077775.7362327
1949_5nM+Pta_5nM,A12,16946113.9921865
1949_50nM+Pta_5nM,A1,23332653.5248761
1949_50nM+Pta_5nM,A2,29105429.1507289
1949_50nM+Pta_5nM,A3,21617674.6078668
1949_50nM+Pta_5nM,A4,17723534.9261361
1949_50nM+Pta_5nM,A5,20147755.9274783
1949_50nM+Pta_5nM,A6,19187088.4365931
1949_50nM+Pta_5nM,A7,20232592.3307763
1949_50nM+Pta_5nM,A8,21944456.6056071
1949_50nM+Pta_5nM,A9,23644734.5242101
1949_50nM+Pta_5nM,A10,21554058.063162
1949_50nM+Pta_5nM,A11,22304190.7422826
1949_50nM+Pta_5nM,A12,20159767.9251067
1949_500nM+Pta_5nM,A1,19995113.3134968
1949_500nM+Pta_5nM,A2,31799908.4405982
1949_500nM+Pta_5nM,A3,32942887.8839835
1949_500nM+Pta_5nM,A4,27025906.3847765
1949_500nM+Pta_5nM,A5,29558101.4887711
1949_500nM+Pta_5nM,A6,30685899.894333
1949_500nM+Pta_5nM,A7,27997900.8401081
1949_500nM+Pta_5nM,A8,26111105.9537385
1949_500nM+Pta_5nM,A9,27743778.1260093
1949_500nM+Pta_5nM,A10,29740665.6411026
1949_500nM+Pta_5nM,A11,24793140.2359179
1949_500nM+Pta_5nM,A12,26450351.8889155
1949_5uM+Pta_5nM,A1,22312605.526726
1949_5uM+Pta_5nM,A2,36276419.123571
1949_5uM+Pta_5nM,A3,26114160.3615069
1949_5uM+Pta_5nM,A4,25644741.0409421
1949_5uM+Pta_5nM,A5,24442694.9551749
1949_5uM+Pta_5nM,A6,24752754.3911508
1949_5uM+Pta_5nM,A7,36462088.0145798
1949_5uM+Pta_5nM,A8,27540339.0892981
1949_5uM+Pta_5nM,A9,25711605.834773
1949_5uM+Pta_5nM,A10,36263004.8215131
1949_5uM+Pta_5nM,A11,21851595.9456586
1949_5uM+Pta_5nM,A12,25955951.2383597
1949_5uM,A1,14357808.404485
1949_5uM,A2,14706875.4295586
1949_5uM,A3,14680325.5932866
1949_5uM,A4,14781102.2935698
1949_5uM,A5,14675014.7634315
1949_5uM,A6,14785067.0677594
1949_5uM,A7,14826112.7112292
1949_5uM,A8,14754162.0508421
1949_5uM,A9,15226807.7295934
1949_5uM,A10,15082117.3681539
1949_5uM,A11,15249718.4549762
1949_5uM,A12,15201711.8750697
fls2_1949_5uM+Pta_5nM,A1,14394797.9169621
fls2_1949_5uM+Pta_5nM,A2,14674362.2354412
fls2_1949_5uM+Pta_5nM,A3,14708052.9788587
fls2_1949_5uM+Pta_5nM,A4,14747726.5495401
fls2_1949_5uM+Pta_5nM,A5,14768906.2543962
fls2_1949_5uM+Pta_5nM,A6,14788646.2046975
fls2_1949_5uM+Pta_5nM,A7,14785067.940469
fls2_1949_5uM+Pta_5nM,A8,14736138.9702153
fls2_1949_5uM+Pta_5nM,A9,14971313.6092137
fls2_1949_5uM+Pta_5nM,A10,15036540.2353928
fls2_1949_5uM+Pta_5nM,A11,15372622.6449924
fls2_1949_5uM+Pta_5nM,A12,15352596.049375
1949_1uM+Pta_5nM,A1,20009815.4138265
1949_1uM+Pta_5nM,A2,21621791.9257155
1949_1uM+Pta_5nM,A3,23860289.9291698
1949_1uM+Pta_5nM,A4,26354061.4024714
1949_1uM+Pta_5nM,A5,26330548.3235583
1949_1uM+Pta_5nM,A6,23087776.0122887
1949_1uM+Pta_5nM,A7,23440929.9105171
1949_1uM+Pta_5nM,A8,22580974.8764502
1949_1uM+Pta_5nM,A9,24446624.5110205
1949_1uM+Pta_5nM,A10,25535813.9970359
1949_1uM+Pta_5nM,A11,24990357.0994748
1949_1uM+Pta_5nM,A12,24792200.5097818
