Name,Time,N,measurement,sd,se,ci
1949_100nM_Pta5nM,0,12,2334.95473283333,163.897332718249,47.3130845821713,104.13539704352
1949_100nM_Pta5nM,60,12,2159.9865585,67.7128376980093,19.5470125362696,43.0226845164545
1949_100nM_Pta5nM,120,12,2122.13960991667,63.0322361471271,18.1958392535839,40.0487721725512
1949_100nM_Pta5nM,180,12,2203.38177391667,74.1469627364359,21.4043844477372,47.1107325303658
1949_100nM_Pta5nM,240,12,2204.570733,118.316773029149,34.1551103790134,75.1748910855004
1949_100nM_Pta5nM,300,12,2162.16624216667,85.9391353555869,24.8084914657359,54.6031215603448
1949_100nM_Pta5nM,360,12,2076.16848016667,68.9865054708657,19.914688752028,43.8319344110574
1949_100nM_Pta5nM,420,12,2095.98368491667,126.172467105453,36.4228539238261,80.1661609745268
1949_100nM_Pta5nM,480,12,2158.00520091667,179.525928576724,51.8246715951446,114.065333107536
1949_100nM_Pta5nM,540,12,2070.81938791667,422.462023356376,121.954281453599,268.41956368901
1949_100nM_Pta5nM,600,12,2156.22198375,240.658480208136,69.4721191654669,152.907103323311
1949_100nM_Pta5nM,660,12,2108.66545883333,173.522255736074,50.0915605298068,110.250781371937
1949_100nM_Pta5nM,720,12,2127.29171475,181.378846290152,52.3595628654615,115.242620855766
1949_100nM_Pta5nM,780,12,2079.14080383333,118.262863933741,34.1395481636407,75.1406388804069
1949_10nM_Pta5nM,0,12,2326.43413458333,126.880923345307,36.6273676242206,80.6162925941304
1949_10nM_Pta5nM,60,12,2174.84793266667,72.0301233008346,20.7933055387494,45.7657569200387
1949_10nM_Pta5nM,120,12,2138.38804225,73.0176318911344,21.0783747139677,46.3931899442938
1949_10nM_Pta5nM,180,12,2253.51416975,74.2610233682682,21.4373109159834,47.1832031983499
1949_10nM_Pta5nM,240,12,2212.69491466667,85.2794340882842,24.6180521136049,54.183967372407
1949_10nM_Pta5nM,300,12,2123.724846,90.3826670553506,26.0912285772415,57.4264069070674
1949_10nM_Pta5nM,360,12,2055.95709225,116.819224735896,33.7228054238966,74.2233942946542
1949_10nM_Pta5nM,420,12,2125.11193991667,118.35128243266,34.1650723857167,75.1968173144192
1949_10nM_Pta5nM,480,12,2179.80186275,171.660383636164,49.5540843507667,109.067804277967
1949_10nM_Pta5nM,540,12,2008.79750733333,294.486342422903,85.0108845352656,187.107695308383
1949_10nM_Pta5nM,600,12,2041.29421733333,264.441962955195,76.3378192486075,168.018407319943
1949_10nM_Pta5nM,660,12,2177.42393725,105.047964636806,30.3247353304412,66.7442924460076
1949_10nM_Pta5nM,720,12,2061.70353891667,154.07482966251,44.477572190498,97.8944763481908
1949_10nM_Pta5nM,780,12,2037.92529958333,97.8481013800925,28.2463138357451,62.1697175797661
1949_1uM,0,12,2281.05729841667,95.298316076995,27.5102542201855,60.5496612889768
1949_1uM,60,12,2151.4660255,43.9248488596371,12.6800116566126,27.9085174859932
1949_1uM,120,12,2086.47234791667,62.6723732424013,18.0919557811265,39.8201261912936
1949_1uM,180,12,2198.03167158333,65.6000019742314,18.9370893993312,41.6802527432568
1949_1uM,240,12,2227.55631716667,105.391839416009,30.4240034286114,66.9627800569509
1949_1uM,300,12,2191.88899433333,92.9029061881239,26.8187589481059,59.027690456856
1949_1uM,360,12,2097.56885258333,90.9947533732057,26.2679226774319,57.8153079994623
1949_1uM,420,12,2103.90972466667,113.14395865739,32.661847494012,71.8882416354968
1949_1uM,480,12,2078.1500765,138.390820400221,39.9499887057205,87.9293322871193
1949_1uM,540,12,2206.75174108333,497.816122788861,143.707136249542,316.29727428451
1949_1uM,600,12,2299.881901,197.168872347335,56.9177507627745,125.275124774661
1949_1uM,660,12,2199.61694958333,124.786518065093,36.0227648980588,79.2855709660974
1949_1uM,720,12,2114.01546191667,122.407587652638,35.3360268410516,77.7740706937543
1949_1uM,780,12,2117.97842341667,55.4547604743149,16.008410443846,35.234273823561
1949_1uM_fls2,0,12,2254.30679875,96.2969812995192,27.7985440377129,61.1841828991599
1949_1uM_fls2,60,12,2144.53074291667,76.1653052336625,21.9870297397825,48.3931261717549
1949_1uM_fls2,120,12,2094.20027708333,89.8862808211068,25.9479342142601,57.1110181406207
1949_1uM_fls2,180,12,2194.26678066667,52.3595258566355,15.1148931739848,33.267655572311
1949_1uM_fls2,240,12,2227.55629,79.7953569142411,23.0349353972597,50.6995509730382
1949_1uM_fls2,300,12,2108.26901325,72.0656980378471,20.8035750807447,45.7883600295712
1949_1uM_fls2,360,12,2093.40770325,116.749436243261,33.702659221392,74.1790528019095
1949_1uM_fls2,420,12,2105.69310883333,128.343914739637,37.04969686189,81.5458329789136
1949_1uM_fls2,480,12,2123.5268705,197.28090942913,56.9500930824412,125.346309740291
1949_1uM_fls2,540,12,2354.57225791667,330.577738444609,95.4295731395464,210.039074314021
1949_1uM_fls2,600,12,2050.21115675,304.48278294402,87.8966083481683,193.459130596705
1949_1uM_fls2,660,12,2166.72378575,131.520566564624,37.9667172550288,83.5641812557136
1949_1uM_fls2,720,12,2037.52905566667,140.724968683685,40.6237992756135,89.4123793521668
1949_1uM_fls2,780,12,2062.69420858333,92.2865794876207,26.6408407548838,58.6360951538638
1949_1uM_Pta5nM,0,12,2291.75754033333,126.156499086613,36.4182443538385,80.1560153793897
1949_1uM_Pta5nM,60,12,2154.43833075,86.4884038762647,24.9670516298712,54.9521101285884
1949_1uM_Pta5nM,120,12,2124.12115458333,95.4974896554261,27.5677506797469,60.6762101432291
1949_1uM_Pta5nM,180,12,2192.08712733333,73.4303295485326,21.1975102657641,46.655405525837
1949_1uM_Pta5nM,240,12,2233.69899425,79.3580020235692,22.9086819153293,50.4216689328994
1949_1uM_Pta5nM,300,12,2116.78964791667,162.454228229866,46.8964961997529,103.21849219595
1949_1uM_Pta5nM,360,12,2071.61104266667,111.752544983724,32.2601809644893,71.0041795647118
1949_1uM_Pta5nM,420,12,2049.81440841667,121.982621570639,35.2133497001323,77.5040601271087
1949_1uM_Pta5nM,480,12,2174.64978033333,70.9984244208422,20.4954797257063,45.1102467252386
1949_1uM_Pta5nM,540,12,2014.9404425,360.374427371717,104.031136326059,228.970987241126
1949_1uM_Pta5nM,600,12,2236.67162875,262.209954825595,75.6934940013785,166.60025701252
1949_1uM_Pta5nM,660,12,2229.53789291667,145.674920989077,42.0527274236107,92.5574290007458
