Name,Replicate,AUC
Pta_5nM,A1,15588163.8756906
Pta_5nM,A2,14428865.2672633
Pta_5nM,A3,15680509.6170139
Pta_5nM,A4,11078672.2952246
Pta_5nM,A5,12697916.6469049
Pta_5nM,A6,17393594.4119294
Pta_5nM,A7,12207774.4839987
Pta_5nM,A8,10102699.6588757
Pta_5nM,A9,9500907.17064033
Pta_5nM,A10,10543490.3135645
Pta_5nM,A11,10856304.8971485
Pta_5nM,A12,11065486.9404194
Pta_5nM+1949_1uM,A1,16827077.6888579
Pta_5nM+1949_1uM,A2,19520015.7892604
Pta_5nM+1949_1uM,A3,15698909.2488363
Pta_5nM+1949_1uM,A4,27629050.4416066
Pta_5nM+1949_1uM,A5,19268674.3181944
Pta_5nM+1949_1uM,A6,22942585.231969
Pta_5nM+1949_1uM,A7,12223933.1171453
Pta_5nM+1949_1uM,A8,23737766.9798667
Pta_5nM+1949_1uM,A9,12185388.7693825
Pta_5nM+1949_1uM,A10,20043855.5970865
Pta_5nM+1949_1uM,A11,12039644.3745953
Pta_5nM+1949_1uM,A12,13398529.0099796
Pta_10nM,A1,20889947.9466075
Pta_10nM,A2,25621783.2296373
Pta_10nM,A3,24714718.6511886
Pta_10nM,A4,17731016.1858424
Pta_10nM,A5,18056572.2878294
Pta_10nM,A6,18403144.9178351
Pta_10nM,A7,17348542.6279157
Pta_10nM,A8,21375106.1679797
Pta_10nM,A9,18498528.9552206
Pta_10nM,A10,14233296.7614401
Pta_10nM,A11,10066248.2528348
Pta_10nM,A12,9592222.81747988
Pta_10nM+1949_1uM,A1,31186242.2245485
Pta_10nM+1949_1uM,A2,43758074.8530734
Pta_10nM+1949_1uM,A3,36077998.8977911
Pta_10nM+1949_1uM,A4,20529814.355842
Pta_10nM+1949_1uM,A5,38428274.6659387
Pta_10nM+1949_1uM,A6,41828324.8505542
Pta_10nM+1949_1uM,A7,29684988.1139403
Pta_10nM+1949_1uM,A8,40772601.1913843
Pta_10nM+1949_1uM,A9,33129067.2702828
Pta_10nM+1949_1uM,A10,30415934.0060975
Pta_10nM+1949_1uM,A11,25099984.1840779
Pta_10nM+1949_1uM,A12,49475867.5453267
Pta_100nM,A1,30998720.7949772
Pta_100nM,A2,58552264.7384245
Pta_100nM,A3,50585818.146956
Pta_100nM,A4,37379639.4077595
Pta_100nM,A5,45427041.597256
Pta_100nM,A6,58421730.8254959
Pta_100nM,A7,19942486.3741587
Pta_100nM,A8,39003943.9492074
Pta_100nM,A9,76082206.2973406
Pta_100nM,A10,39327919.0489067
Pta_100nM,A11,39487616.5574215
Pta_100nM,A12,26858504.8405455
Pta_100nM+1949_1uM,A1,31692842.7352091
Pta_100nM+1949_1uM,A2,45467764.3517816
Pta_100nM+1949_1uM,A3,52299068.8838385
Pta_100nM+1949_1uM,A4,18984732.8125855
Pta_100nM+1949_1uM,A5,41046125.6844044
Pta_100nM+1949_1uM,A6,43070037.3991704
Pta_100nM+1949_1uM,A7,38152666.7857778
Pta_100nM+1949_1uM,A8,35320236.193799
Pta_100nM+1949_1uM,A9,33936473.5080349
Pta_100nM+1949_1uM,A10,49890992.1199565
Pta_100nM+1949_1uM,A11,36029545.0069903
Pta_100nM+1949_1uM,A12,51359274.7081876
