Name,Replicate,AUC
Pta,A1,3387929.03208987
Pta,A2,3409969.44119312
Pta,A3,3407480.23443902
Pta,A4,3631616.33200602
Pta,A5,3420955.58969974
Pta,A6,3460037.3197219
Pta,A7,3382059.89870539
Pta,A8,3494296.41158166
Pta,A9,3497479.63119473
Pta,A10,3532433.86958682
Pta,A11,3574195.71182547
Pta+Pa20,A1,3409224.71378886
Pta+Pa20,A2,3453100.7991333
Pta+Pa20,A3,3442477.32079581
Pta+Pa20,A4,3463581.6360675
Pta+Pa20,A5,3439246.99948135
Pta+Pa20,A6,3461898.95814498
Pta+Pa20,A7,3415898.44613619
Pta+Pa20,A8,3450604.89640786
Pta+Pa20,A9,3477439.51503955
Pta+Pa20,A10,3611210.34228613
Pta+Pa20,A11,3581182.34675348
Pta+1410,A1,3405103.80848422
Pta+1410,A2,3391805.83509299
Pta+1410,A3,3449419.41799582
Pta+1410,A4,3487745.48503526
Pta+1410,A5,3432123.66335518
Pta+1410,A6,3412589.27312839
Pta+1410,A7,3490053.14714436
Pta+1410,A8,3476070.22818019
Pta+1410,A9,3614209.88228154
Pta+1410,A10,3567204.10121978
Pta+1410,A11,3567700.60866613
Pta+1186,A1,3384617.76465061
Pta+1186,A2,3440489.08321151
Pta+1186,A3,3416452.14651264
Pta+1186,A4,3451352.29973393
Pta+1186,A5,3404915.97774589
Pta+1186,A6,3427017.53875307
Pta+1186,A7,3423137.88390426
Pta+1186,A8,3579814.3279018
Pta+1186,A9,3526255.44935849
Pta+1186,A10,3580680.35939265
Pta+1186,A11,3612019.7460114
Pta+2009,A1,3488365.13652353
Pta+2009,A2,3382693.87581637
Pta+2009,A3,3459400.75591475
Pta+2009,A4,3404599.67402273
Pta+2009,A5,3431003.67018367
Pta+2009,A6,3467894.49444037
Pta+2009,A7,3505786.6320771
Pta+2009,A8,3482498.5401498
Pta+2009,A9,3503283.33387274
Pta+2009,A10,3548848.57871335
Pta+2009,A11,3624689.57802154
Pta+2004,A1,3516205.83103439
Pta+2004,A2,3434248.02152264
Pta+2004,A3,3396801.6213656
Pta+2004,A4,3413520.58165564
Pta+2004,A5,3374138.97546784
Pta+2004,A6,3412523.07558664
Pta+2004,A7,3394673.33625739
Pta+2004,A8,3455593.80444634
Pta+2004,A9,3548851.25030839
Pta+2004,A10,3488551.6517484
Pta+2004,A11,3602658.22512044
Pta+1949,A1,3400973.68891355
Pta+1949,A2,3416402.0655764
Pta+1949,A3,3371949.59643817
Pta+1949,A4,3577128.40876845
Pta+1949,A5,3423575.09199153
Pta+1949,A6,3466513.93979045
Pta+1949,A7,3407401.75630928
Pta+1949,A8,3423760.75830932
Pta+1949,A9,3571321.47487063
Pta+1949,A10,3549915.3446202
Pta+1949,A11,3634800.89535497
Pta+5014,A1,3513840.1195968
Pta+5014,A2,3422514.97635321
Pta+5014,A3,3496108.99663453
Pta+5014,A4,3469453.69656978
Pta+5014,A5,3451724.02983478
Pta+5014,A6,3480433.96333562
Pta+5014,A7,3498169.79939929
Pta+5014,A8,3532997.46223249
Pta+5014,A9,3651719.49940824
Pta+5014,A10,3537988.11800409
Pta+5014,A11,3589364.49338731
