Name,Replicate,AUC
Pta,A1,1884275.289775
Pta,A2,1904866.60749087
Pta,A3,1888139.34326551
Pta,A4,1884827.67528934
Pta,A5,1881332.75802881
Pta,A6,1880710.71421442
Pta,A7,1891444.10893867
Pta,A8,1892753.43632774
Pta,A9,1946870.72084011
Pta,A10,1960981.23517894
Pta,A11,2018967.81210134
Pta+Pa20,A1,1870038.79058023
Pta+Pa20,A2,1906743.90534536
Pta+Pa20,A3,1876279.29758002
Pta+Pa20,A4,1900557.64743394
Pta+Pa20,A5,1882080.66595352
Pta+Pa20,A6,1910795.81586038
Pta+Pa20,A7,1886076.40224043
Pta+Pa20,A8,1880585.64764777
Pta+Pa20,A9,1969974.48822726
Pta+Pa20,A10,1965098.62054381
Pta+Pa20,A11,2006732.52455668
Pta+1410,A1,1902685.39501859
Pta+1410,A2,1871476.10944246
Pta+1410,A3,1875970.46054997
Pta+1410,A4,1896187.38296376
Pta+1410,A5,1910604.10671471
Pta+1410,A6,1892945.32077152
Pta+1410,A7,1899125.47780888
Pta+1410,A8,1893315.30342025
Pta+1410,A9,1919473.06701017
Pta+1410,A10,1947060.13388734
Pta+1410,A11,1996369.79888145
Pta+1186,A1,1901746.1496712
Pta+1186,A2,1881147.27841018
Pta+1186,A3,1882648.11435702
Pta+1186,A4,1893131.00776487
Pta+1186,A5,1879399.18133922
Pta+1186,A6,1877648.0145147
Pta+1186,A7,1883956.58556677
Pta+1186,A8,1918847.70914796
Pta+1186,A9,1905365.6074553
Pta+1186,A10,1956858.75556987
Pta+1186,A11,2011475.18685041
Pta+2009,A1,1878150.92628124
Pta+2009,A2,1859801.65616393
Pta+2009,A3,1863982.24596003
Pta+2009,A4,1896314.38151754
Pta+2009,A5,1886012.26776368
Pta+2009,A6,1878523.7925553
Pta+2009,A7,1874157.53538556
Pta+2009,A8,1902929.38934743
Pta+2009,A9,1950805.94432499
Pta+2009,A10,1945248.80575807
Pta+2009,A11,1994309.70221306
Pta+2004,A1,1896128.83938791
Pta+2004,A2,1852306.5599938
Pta+2004,A3,1920283.50168246
Pta+2004,A4,1928829.55942409
Pta+2004,A5,1919161.16355052
Pta+2004,A6,1895065.32316708
Pta+2004,A7,1862295.95653573
Pta+2004,A8,1846939.95786502
Pta+2004,A9,1915289.55346135
Pta+2004,A10,1939694.8232477
Pta+2004,A11,1977520.75714939
Pta+1949,A1,1889013.79607493
Pta+1949,A2,1857745.01187559
Pta+1949,A3,1892504.20697344
Pta+1949,A4,1891006.11225129
Pta+1949,A5,1867414.87831481
Pta+1949,A6,1895063.37977492
Pta+1949,A7,1915727.37847
Pta+1949,A8,1870162.64131726
Pta+1949,A9,1926772.93209982
Pta+1949,A10,1961039.99457256
Pta+1949,A11,2008666.44092017
Pta+5014,A1,1946188.46353047
Pta+5014,A2,1957676.1371512
Pta+5014,A3,2059347.49960119
Pta+5014,A4,1890694.66512714
Pta+5014,A5,1990065.23370802
Pta+5014,A6,1902803.44174559
Pta+5014,A7,2020466.59434625
Pta+5014,A8,1978270.32023787
Pta+5014,A9,1931330.08135915
Pta+5014,A10,2071271.23865459
Pta+5014,A11,2014841.73992224
