Name,Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12
Pta,0,2483.965041,2334.161971,2522.010309,2569.566921,2398.363252,2450.675445,2419.763691,2493.476356,2624.257059,2483.965041,2488.720698
Pta,60,2595.723069,2500.609843,2783.572021,2721.748267,2626.634892,2793.083372,2681.325068,2676.569399,2769.304997,2843.017984,2850.151503
Pta,120,2586.211741,2545.788611,2579.078246,2724.126103,2574.322583,2624.257059,2636.146224,2712.236924,2662.302394,2712.236924,2700.347747
Pta,180,2785.949859,2790.705534,2881.063424,2778.816346,2755.037975,2624.257059,2778.816346,2819.239594,2714.61476,2747.904465,2831.128788
Pta,240,3042.756743,2738.393119,2978.554945,2657.546726,2697.969912,2674.191565,2724.126103,2795.46121,2862.040702,3206.828239,2876.307743
Pta,300,3577.773731,2933.375932,4001.03415,3040.378898,3273.408072,3064.157354,3042.756743,2995.19985,2980.932788,3061.779508,3282.919482
Pta,360,4300.64681,2845.395824,5380.212843,2985.688475,3846.472501,3011.844759,2707.481253,2757.415812,3104.580745,3468.392189,3858.361848
Pta,420,5187.601977,2866.796382,7118.487434,3261.518812,4745.312113,2890.574786,2662.302394,2950.020829,3297.186598,3485.037197,4307.780459
Pta,480,5993.717211,3435.102185,9182.588927,3758.491389,5931.890976,3596.796623,2999.955538,3427.968614,3634.842421,3653.865327,4914.142901
Pta,540,7030.502724,4169.863368,11475.040543,4557.458555,6554.911371,4157.973975,3463.636474,3851.22824,4117.550051,3791.781528,5772.569745
Pta,600,7663.043603,4721.533157,12716.416232,5161.444981,6849.777677,4455.209336,3487.415055,4169.863368,4405.273718,3582.529454,5646.539743
Pta,660,8081.569639,5101.997296,13332.354996,5717.877456,6942.518111,4700.132103,3894.0299,4933.166111,4769.091075,3099.825051,5556.178731
Pta,720,8141.019538,5515.754101,12690.256776,6388.455066,6231.510866,4533.679655,4336.315059,5242.293904,5168.578707,2930.99809,4968.834642
Pta,780,8445.403711,6267.179975,12811.5416,7068.550154,6010.362744,4626.417405,4322.047758,5363.567441,5458.68407,2724.126103,4507.522874
Pta,840,7834.258535,6421.746299,11934.014368,7957.913991,5396.858248,4459.965111,5125.776365,5958.048223,5698.854059,2569.566921,4184.130642
Pta,900,7703.469317,6956.785879,11008.935103,8464.42776,5094.863577,4253.08917,5135.287994,6348.030015,5779.703525,2441.164135,3820.315944
Pta,960,7515.608816,6890.202981,10369.233588,8768.813163,4343.448711,3953.476688,5608.492989,6262.424093,5805.860723,2331.784147,3406.567906
Pta,1020,7101.841671,7686.823432,8711.740812,9139.784439,3858.361848,3561.128704,5560.934571,6792.706694,5979.449614,2415.008037,3306.69801
Pta,1080,6585.824723,8214.737473,8307.479489,9815.146817,3829.827419,3722.823398,5967.559952,6899.71482,5948.536496,2476.831555,3125.981373
