Name,Replicate,AUC
Pta,A1,11689610.4172246
Pta,A2,12637859.5906619
Pta,A3,14358152.3105866
Pta,A4,13837528.2921596
Pta,A5,9140246.71851775
Pta,A6,8159666.60822563
Pta,A7,10433510.3098898
Pta,A8,11100480.8608514
Pta,A9,9976647.91405224
Pta,A10,7141413.80605846
Pta,A11,8414369.0889057
Pta+Pa20,A1,10358335.3463818
Pta+Pa20,A2,12526486.6866999
Pta+Pa20,A3,10098806.1362482
Pta+Pa20,A4,15205629.7167331
Pta+Pa20,A5,14693893.4612317
Pta+Pa20,A6,15275950.511393
Pta+Pa20,A7,8514311.17342168
Pta+Pa20,A8,9556430.23506767
Pta+Pa20,A9,8848550.15282057
Pta+Pa20,A10,10677037.8588358
Pta+Pa20,A11,9510226.38848299
Pta+1410,A1,6870693.25866911
Pta+1410,A2,6638162.66857617
Pta+1410,A3,6704112.16007688
Pta+1410,A4,6976986.76145568
Pta+1410,A5,6723528.0529258
Pta+1410,A6,6735980.09748025
Pta+1410,A7,6619751.75028456
Pta+1410,A8,6501481.84717762
Pta+1410,A9,6876863.1067586
Pta+1410,A10,6931269.33961005
Pta+1410,A11,7497667.66884903
Pta+1186,A1,6417103.09333707
Pta+1186,A2,6494813.30378684
Pta+1186,A3,6364224.52293534
Pta+1186,A4,6432690.40504106
Pta+1186,A5,6534783.11337458
Pta+1186,A6,6608547.50774007
Pta+1186,A7,6529222.65888811
Pta+1186,A8,6478369.0625685
Pta+1186,A9,6689466.03848777
Pta+1186,A10,6725770.08616666
Pta+1186,A11,6953780.51705748
Pta+2009,A1,9155266.08887891
Pta+2009,A2,11689443.7560315
Pta+2009,A3,9688326.08794029
Pta+2009,A4,8661755.90446728
Pta+2009,A5,11164492.4063166
Pta+2009,A6,11712280.1187929
Pta+2009,A7,8315559.35667963
Pta+2009,A8,14412193.1116331
Pta+2009,A9,10541381.3153592
Pta+2009,A10,9302705.95757592
Pta+2009,A11,11309966.1494613
Pta+2004,A1,15756508.6622163
Pta+2004,A2,16330573.6253993
Pta+2004,A3,12658401.598778
Pta+2004,A4,10149932.4399809
Pta+2004,A5,12617190.0947616
Pta+2004,A6,15096406.4332552
Pta+2004,A7,9261932.36867269
Pta+2004,A8,24258198.665277
Pta+2004,A9,11261509.147866
Pta+2004,A10,14101989.0536535
Pta+2004,A11,10356855.4743549
Pta+1949,A1,14124975.1055216
Pta+1949,A2,30392998.7762165
Pta+1949,A3,23114211.331374
Pta+1949,A4,14898407.8038036
Pta+1949,A5,17363315.8742026
Pta+1949,A6,20206699.3359752
Pta+1949,A7,18334984.1741676
Pta+1949,A8,13495379.9999565
Pta+1949,A9,12472371.7390528
Pta+1949,A10,22380591.3227806
Pta+1949,A11,17485532.0890876
Pta+5014,A1,8674253.92558519
Pta+5014,A2,12478801.9836947
Pta+5014,A3,7783781.62827044
Pta+5014,A4,8807349.98106756
Pta+5014,A5,8514954.85447257
Pta+5014,A6,8651000.39663403
Pta+5014,A7,9417793.04764563
Pta+5014,A8,9092105.56589023
Pta+5014,A9,8909797.16735577
Pta+5014,A10,7392800.96639787
Pta+5014,A11,8662021.2319498
