Name,Replicate,AUC
Pta,A1,9392540.6927276
Pta,A2,9974239.42448302
Pta,A3,8331138.04480029
Pta,A4,12771983.0323235
Pta,A5,15557176.4542922
Pta,A6,16025365.5609206
Pta,A7,15463644.3837769
Pta,A8,21697258.4948759
Pta,A9,20905548.3147546
Pta,A10,16457875.1314912
Pta,A11,13545793.6073691
Pta,A12,12607430.8244907
PtaDA,A1,472021.007123415
PtaDA,A2,574972.076397676
PtaDA,A3,525366.903745689
PtaDA,A4,636867.613637754
PtaDA,A5,804154.807943011
PtaDA,A6,1000640.03808526
PtaDA,A7,986135.076978541
PtaDA,A8,1208948.07039686
PtaDA,A9,840913.610712411
PtaDA,A10,723834.16497198
PtaDA,A11,828504.07086301
PtaDA,A12,849172.318477678
1297,A1,178164.57469574
1297,A2,181709.226177818
1297,A3,172513.765531782
1297,A4,157020.843999275
1297,A5,150388.868570119
1297,A6,150455.812364183
1297,A7,159837.333082859
1297,A8,147485.89602429
1297,A9,169112.551636909
1297,A10,180347.863263684
1297,A11,141124.265452363
1297,A12,148988.74090807
59,A1,225735.414409815
59,A2,155610.86863831
59,A3,169744.183835668
59,A4,160587.816221696
59,A5,169977.188905775
59,A6,151080.92000691
59,A7,129652.577300985
59,A8,156511.923178887
59,A9,152203.419183134
59,A10,144406.040705991
59,A11,134702.164752251
59,A12,146482.041136969
20,A1,246417.517619048
20,A2,220395.24876228
20,A3,236088.642736321
20,A4,210939.798563239
20,A5,282619.960222845
20,A6,243080.232576859
20,A7,226147.963147178
20,A8,301266.486325427
20,A9,215489.802357595
20,A10,205280.235063393
20,A11,214791.963994769
20,A12,201681.722409718
Pta_1297,A1,7195290.64724299
Pta_1297,A2,9541094.32650687
Pta_1297,A3,9989350.84956233
Pta_1297,A4,14356547.465375
Pta_1297,A5,15005828.4328015
Pta_1297,A6,15228122.3623709
Pta_1297,A7,15222347.3063654
Pta_1297,A8,16991205.2131585
Pta_1297,A9,13674326.3442821
Pta_1297,A10,11547171.8985863
Pta_1297,A11,14087070.4145979
Pta_1297,A12,12965275.0150398
Pta_59,A1,6572247.38419926
Pta_59,A2,11297889.3471521
Pta_59,A3,14948730.0983579
Pta_59,A4,16476196.9101545
Pta_59,A5,16899905.536952
Pta_59,A6,17607821.1531012
Pta_59,A7,16745964.0879238
Pta_59,A8,20475122.1218219
Pta_59,A9,17287375.678511
Pta_59,A10,10871587.7043544
Pta_59,A11,12102089.6591099
Pta_59,A12,13877658.9843927
Pta_20,A1,6146965.8348509
Pta_20,A2,9919943.77739189
Pta_20,A3,12560360.0250633
Pta_20,A4,15490011.924771
Pta_20,A5,15551771.7523279
Pta_20,A6,17899636.6271611
Pta_20,A7,15575702.7465248
Pta_20,A8,16192054.7494846
Pta_20,A9,16522862.0439798
Pta_20,A10,10204279.320087
Pta_20,A11,11694776.4581071
Pta_20,A12,13196473.3259862
