Name,Replicate,AUC
pta+pta,A1,535654.849101833
pta+pta,A2,532243.905895038
pta+pta,A3,747607.719694103
pta+pta,A4,645889.780193247
pta+pta,A5,495330.608573948
pta+pta,A6,675582.292275738
pta+pta,A7,810154.281020049
pta+pta,A8,627637.432027646
pta+pta,A9,1724746.62838549
pta+pta,A10,442027.097337447
pta+pta,A11,865074.334958338
pta+pta,A12,473676.838089294
dw+pta,A1,12869698.0552204
dw+pta,A2,5760810.89237891
dw+pta,A3,2927640.03117423
dw+pta,A4,7946960.16315425
dw+pta,A5,9674478.15890645
dw+pta,A6,4723674.73094388
dw+pta,A7,8152524.40820323
dw+pta,A8,9799959.93712047
dw+pta,A9,5416205.27505583
dw+pta,A10,6620335.64196842
dw+pta,A11,7821940.33246344
dw+pta,A12,6325573.87685441
59+pta,A1,12289939.0551654
59+pta,A2,3289151.02959773
59+pta,A3,3838350.62462824
59+pta,A4,5184644.12268635
59+pta,A5,3149425.57716336
59+pta,A6,8981081.50993746
59+pta,A7,6437269.3782241
59+pta,A8,3104929.47266345
59+pta,A9,12661893.1543
59+pta,A10,480226.478873748
59+pta,A11,248117.983661831
59+pta,A12,10671010.4195198
59+dw,A1,369285.949879129
59+dw,A2,184229.112513757
59+dw,A3,197005.294424807
59+dw,A4,177735.459765967
59+dw,A5,163414.889455474
59+dw,A6,162550.663755893
59+dw,A7,195079.68462252
59+dw,A8,173266.814243821
59+dw,A9,159013.626202278
59+dw,A10,158575.104777332
59+dw,A11,164617.114401032
59+dw,A12,199584.718269648
1297+pta,A1,10863137.9301765
1297+pta,A2,8063407.91440502
1297+pta,A3,9142304.69681001
1297+pta,A4,6548538.34042944
1297+pta,A5,2052072.93950616
1297+pta,A6,13365610.3331435
1297+pta,A7,4836319.57599749
1297+pta,A8,6632408.75832656
1297+pta,A9,5253083.27759576
1297+pta,A10,8489840.43100869
1297+pta,A11,8068689.54827918
1297+pta,A12,8174812.94004267
1297+dw,A1,321399.813618845
1297+dw,A2,221168.617800652
1297+dw,A3,194254.829104554
1297+dw,A4,172884.494126739
1297+dw,A5,175522.215765603
1297+dw,A6,173397.052630804
1297+dw,A7,186931.486112278
1297+dw,A8,160291.934315625
1297+dw,A9,165702.297048177
1297+dw,A10,200744.27405754
1297+dw,A11,166195.538103651
1297+dw,A12,164318.064440964
20+pta,A1,18787117.5601917
20+pta,A2,9854958.9334226
20+pta,A3,11751883.9987045
20+pta,A4,5857142.6333984
20+pta,A5,9188268.10792705
20+pta,A6,8755133.88207177
20+pta,A7,9268478.15829511
20+pta,A8,3332396.45686358
20+pta,A9,6198583.51836926
20+pta,A10,4068308.59426665
20+pta,A11,3344205.04450603
20+pta,A12,3275878.75686041
20+dw,A1,216225.539058284
20+dw,A2,280213.876407393
20+dw,A3,165886.443111014
20+dw,A4,167405.085177873
20+dw,A5,163381.182831313
20+dw,A6,266915.17014301
20+dw,A7,151317.049918168
20+dw,A8,209870.043466577
20+dw,A9,144598.822221875
20+dw,A10,150441.171105594
20+dw,A11,155231.132323244
20+dw,A12,208082.441263365
