Name,Replicate,AUC
pta+pta,A1,2139235.2101313
pta+pta,A2,7570211.11560882
pta+pta,A3,3178518.13401673
pta+pta,A4,2013119.7666821
pta+pta,A5,2260161.37793149
pta+pta,A6,2607096.41202947
pta+pta,A7,2821192.14930991
pta+pta,A8,1696910.90094176
pta+pta,A9,3932102.61541689
pta+pta,A10,3615459.69842655
pta+pta,A11,1958272.60154866
pta+pta,A12,2249055.51111351
dw+pta,A1,10251652.670684
dw+pta,A2,2845134.50731384
dw+pta,A3,5671024.1973578
dw+pta,A4,10362331.0157023
dw+pta,A5,2298877.14143942
dw+pta,A6,10094057.8176037
dw+pta,A7,778968.384667693
dw+pta,A8,529952.121386007
dw+pta,A9,320730.75214984
dw+pta,A10,460782.333342514
dw+pta,A11,623519.662526541
dw+pta,A12,1001232.87919278
da+pta,A1,17951460.7534325
da+pta,A2,8745109.33406293
da+pta,A3,3017002.19493539
da+pta,A4,14723339.478556
da+pta,A5,3076558.29569215
da+pta,A6,10600174.1571177
da+pta,A7,7911844.08779302
da+pta,A8,4710892.40843411
da+pta,A9,694358.859315969
da+pta,A10,5802694.48534011
da+pta,A11,5973406.44290454
da+pta,A12,11243442.9283942
da+dw,A1,165521.230123493
da+dw,A2,140310.706726606
da+dw,A3,134946.686444541
da+dw,A4,133244.555847622
da+dw,A5,136649.027861806
da+dw,A6,118435.114320497
da+dw,A7,129343.884307217
da+dw,A8,141936.818013438
da+dw,A9,138025.907110617
da+dw,A10,124361.270642163
da+dw,A11,124668.044761852
da+dw,A12,131851.621957549
1297+pta,A1,6755929.68884552
1297+pta,A2,2494604.41925938
1297+pta,A3,2218445.74641853
1297+pta,A4,14597515.9384068
1297+pta,A5,1286257.30783859
1297+pta,A6,4016374.35525955
1297+pta,A7,1609179.07039384
1297+pta,A8,7803835.89327764
1297+pta,A9,450366.07130933
1297+pta,A10,2670778.75353719
1297+pta,A11,3709802.9082423
1297+pta,A12,3719071.05474248
1297+dw,A1,144779.826051463
1297+dw,A2,157270.556763693
1297+dw,A3,171946.202308287
1297+dw,A4,143316.653057063
1297+dw,A5,160592.085726951
1297+dw,A6,158442.57797407
1297+dw,A7,136325.888789827
1297+dw,A8,164368.170487289
1297+dw,A9,146535.88703526
1297+dw,A10,147289.880442401
1297+dw,A11,132501.927197641
1297+dw,A12,130102.941241614
20+pta,A1,14740213.9127757
20+pta,A2,5589015.55474111
20+pta,A3,4545530.82951158
20+pta,A4,11605388.6112555
20+pta,A5,3844398.8585151
20+pta,A6,4240124.67256439
20+pta,A7,7598801.44397348
20+pta,A8,8103188.17865675
20+pta,A9,2999927.79660482
20+pta,A10,4887507.45585566
20+pta,A11,15239950.4594355
20+pta,A12,14721980.7955804
20+dw,A1,152365.016622357
20+dw,A2,146353.954004293
20+dw,A3,139932.97367997
20+dw,A4,172673.369400592
20+dw,A5,178377.135217456
20+dw,A6,185978.718923028
20+dw,A7,163722.618719551
20+dw,A8,180878.426998059
20+dw,A9,151384.964282154
20+dw,A10,130355.688368087
20+dw,A11,132050.023340959
20+dw,A12,127564.481940233
