Name,Replicate,AUC
pta,A1,82680005.6389995
pta,A2,51875362.3291009
pta,A3,90604546.349461
pta,A4,55714626.8959391
pta,A5,91254983.9400264
pta,A6,71639355.2518518
pta,A7,59958038.0820667
pta,A8,67071614.0657602
pta,A9,75099957.316039
pta,A10,54891246.9849448
pta,A11,59320535.8240909
pta,A12,61566911.7056589
ptaDA,A1,39190004.948471
ptaDA,A2,38611372.3151335
ptaDA,A3,37422717.9714907
ptaDA,A4,39824001.7477224
ptaDA,A5,41231738.7596361
ptaDA,A6,43890968.6925089
ptaDA,A7,33987671.8375007
ptaDA,A8,43543087.6802335
ptaDA,A9,37676834.0895926
ptaDA,A10,35243999.4199588
ptaDA,A11,39127376.0853345
ptaDA,A12,39257437.0900686
5015,A1,32913974.6547224
5015,A2,32971995.3618646
5015,A3,33042147.4119252
5015,A4,33117468.2141696
5015,A5,33032049.8723679
5015,A6,33239668.6577948
5015,A7,33130623.8779041
5015,A8,33197857.238577
5015,A9,33470999.6827317
5015,A10,33880731.9535475
5015,A11,34178605.1727197
5015,A12,34385381.1637563
5011,A1,33038382.4729285
5011,A2,33179334.900192
5011,A3,34045608.2137301
5011,A4,33261020.470618
5011,A5,33229557.8407866
5011,A6,33178147.0466972
5011,A7,33341496.7502462
5011,A8,33325989.2149189
5011,A9,33681280.055079
5011,A10,34069873.4126847
5011,A11,34529173.8318255
5011,A12,34564773.5149049
5008,A1,32982313.1936738
5008,A2,32920891.4016192
5008,A3,33058838.0638191
5008,A4,33043509.9623514
5008,A5,33209762.0109146
5008,A6,33084473.3982913
5008,A7,33292649.7449392
5008,A8,33227352.3336709
5008,A9,33517758.9648483
5008,A10,33963597.2376757
5008,A11,34243332.2232307
5008,A12,34416696.4704304
5004,A1,32938371.3231538
5004,A2,32830542.0021856
5004,A3,32941282.0471124
5004,A4,33147043.0197286
5004,A5,33086152.1921983
5004,A6,33007009.3682264
5004,A7,33182506.6017534
5004,A8,33135520.1863656
5004,A9,33334569.1402795
5004,A10,33891851.1982146
5004,A11,34132205.7970949
5004,A12,34228310.6950028
5009,A1,32878213.0413629
5009,A2,32893194.1650909
5009,A3,32891296.9759674
5009,A4,33058954.5485225
5009,A5,33022882.9702757
5009,A6,33100480.1430997
5009,A7,33209770.3612506
5009,A8,33116166.6895425
5009,A9,33450295.8806877
5009,A10,33915796.2653254
5009,A11,34157966.3163612
5009,A12,34324673.746552
5007,A1,41928560.6518134
5007,A2,46253689.7213345
5007,A3,51841748.0591185
5007,A4,56786638.9684159
5007,A5,72945779.1285799
5007,A6,60107830.7179748
5007,A7,73336589.1675161
5007,A8,63619488.0309533
5007,A9,49501570.097526
5007,A10,53547993.1351127
5007,A11,62993804.7108243
5007,A12,51890025.4133945
