Name,Replicate,AUC
DW+5nM_Pta,A1,28532572.3459479
DW+5nM_Pta,A2,28829204.3269824
DW+5nM_Pta,A3,30415848.0624619
DW+5nM_Pta,A4,28857960.4942302
DW+5nM_Pta,A5,28545823.2236244
DW+5nM_Pta,A6,29974738.9688778
DW+5nM_Pta,A7,29084395.5997968
DW+5nM_Pta,A8,28580096.6047765
DW+5nM_Pta,A9,28636487.6532097
DW+5nM_Pta,A10,29591330.7901853
DW+5nM_Pta,A11,29266852.2837078
DW+5nM_Pta,A12,29907304.8303447
DW+10nM_elf18,A1,29150913.357731
DW+10nM_elf18,A2,29699054.3090588
DW+10nM_elf18,A3,30532445.2758677
DW+10nM_elf18,A4,30109497.2135996
DW+10nM_elf18,A5,29752723.9006204
DW+10nM_elf18,A6,29227451.1129414
DW+10nM_elf18,A7,29960203.4082856
DW+10nM_elf18,A8,29201556.1248334
DW+10nM_elf18,A9,30708246.8969954
DW+10nM_elf18,A10,30496491.0506808
DW+10nM_elf18,A11,30230212.3552915
DW+10nM_elf18,A12,30609323.7118146
DW+1uM_Pta,A1,47970057.828397
DW+1uM_Pta,A2,46789555.7955262
DW+1uM_Pta,A3,65882653.2183734
DW+1uM_Pta,A4,66275872.4863747
DW+1uM_Pta,A5,40143994.1740603
DW+1uM_Pta,A6,32322259.8131276
DW+1uM_Pta,A7,54135372.695976
DW+1uM_Pta,A8,62867352.092881
DW+1uM_Pta,A9,38397824.5869496
DW+1uM_Pta,A10,39125485.574941
DW+1uM_Pta,A11,40594908.0555539
DW+1uM_Pta,A12,47194478.3671194
DW+1uM_elf18,A1,32231453.9329396
DW+1uM_elf18,A2,36161671.6803315
DW+1uM_elf18,A3,34643572.2424399
DW+1uM_elf18,A4,43336205.8778317
DW+1uM_elf18,A5,32730828.1230319
DW+1uM_elf18,A6,31496756.1303915
DW+1uM_elf18,A7,44000930.8178862
DW+1uM_elf18,A8,35127891.9011795
DW+1uM_elf18,A9,32786969.6334975
DW+1uM_elf18,A10,51018431.7178563
DW+1uM_elf18,A11,42430923.0303181
DW+1uM_elf18,A12,36489780.4919514
1uM_1949+5nM_Pta,A1,29973804.9722027
1uM_1949+5nM_Pta,A2,35808313.0988862
1uM_1949+5nM_Pta,A3,31522017.0384951
1uM_1949+5nM_Pta,A4,31703764.6158991
1uM_1949+5nM_Pta,A5,31782986.9519023
1uM_1949+5nM_Pta,A6,32383269.175427
1uM_1949+5nM_Pta,A7,32477569.646772
1uM_1949+5nM_Pta,A8,30139179.6896766
1uM_1949+5nM_Pta,A9,31281725.6353405
1uM_1949+5nM_Pta,A10,33869648.2110396
1uM_1949+5nM_Pta,A11,31718885.7282978
1uM_1949+5nM_Pta,A12,29878248.0407238
1uM_1949+10nM_elf18,A1,28934053.0163592
1uM_1949+10nM_elf18,A2,28768124.8711035
1uM_1949+10nM_elf18,A3,30346755.1252579
1uM_1949+10nM_elf18,A4,29162566.2904584
1uM_1949+10nM_elf18,A5,29889787.0010867
1uM_1949+10nM_elf18,A6,29132183.5387569
1uM_1949+10nM_elf18,A7,34176444.710836
1uM_1949+10nM_elf18,A8,29364727.6663118
1uM_1949+10nM_elf18,A9,30346037.5001074
1uM_1949+10nM_elf18,A10,31156370.8200979
1uM_1949+10nM_elf18,A11,29894373.251778
1uM_1949+10nM_elf18,A12,33625817.0689925
