Name,Replicate,AUC
DW+5nM_Pta,A1,8502642.50379596
DW+5nM_Pta,A2,8484735.99316416
DW+5nM_Pta,A3,8473036.66001865
DW+5nM_Pta,A4,8461981.50002612
DW+5nM_Pta,A5,8522261.99872047
DW+5nM_Pta,A6,8529824.13093095
DW+5nM_Pta,A7,8560503.76845933
DW+5nM_Pta,A8,8565493.87551163
DW+5nM_Pta,A9,8577980.80574042
DW+5nM_Pta,A10,8722658.05780424
DW+5nM_Pta,A11,8759047.25458046
DW+5nM_Pta,A12,8830673.39926081
DW+10nM_elf18,A1,8506140.57429716
DW+10nM_elf18,A2,8524402.34001321
DW+10nM_elf18,A3,8456417.19542606
DW+10nM_elf18,A4,8436082.89712054
DW+10nM_elf18,A5,8504355.64973547
DW+10nM_elf18,A6,8523402.93492432
DW+10nM_elf18,A7,8509352.27810655
DW+10nM_elf18,A8,8538532.63841387
DW+10nM_elf18,A9,8601811.01932459
DW+10nM_elf18,A10,8698336.928465
DW+10nM_elf18,A11,8747133.43773103
DW+10nM_elf18,A12,8828540.24486417
DW+1uM_Pta,A1,8498509.79990431
DW+1uM_Pta,A2,8476962.26847173
DW+1uM_Pta,A3,8482380.89528483
DW+1uM_Pta,A4,8513056.56477778
DW+1uM_Pta,A5,8499359.9141966
DW+1uM_Pta,A6,8564217.51190322
DW+1uM_Pta,A7,8532107.99798743
DW+1uM_Pta,A8,8514629.97723078
DW+1uM_Pta,A9,8573201.46821867
DW+1uM_Pta,A10,8661662.89424024
DW+1uM_Pta,A11,8784586.78528843
DW+1uM_Pta,A12,8834241.42809694
DW+1uM_elf18,A1,8478391.3246417
DW+1uM_elf18,A2,8466542.27944739
DW+1uM_elf18,A3,8482526.01310251
DW+1uM_elf18,A4,8502217.15075688
DW+1uM_elf18,A5,8508633.03642915
DW+1uM_elf18,A6,8535177.4637754
DW+1uM_elf18,A7,8531318.03492241
DW+1uM_elf18,A8,8528183.31596751
DW+1uM_elf18,A9,8613364.60658739
DW+1uM_elf18,A10,8669369.09975496
DW+1uM_elf18,A11,8788796.15271995
DW+1uM_elf18,A12,8806277.0917632
1uM_1949+5nM_Pta,A1,8552161.39041478
1uM_1949+5nM_Pta,A2,8457487.72856122
1uM_1949+5nM_Pta,A3,8440153.74411134
1uM_1949+5nM_Pta,A4,8521693.63092904
1uM_1949+5nM_Pta,A5,8514488.54078963
1uM_1949+5nM_Pta,A6,8552942.08782441
1uM_1949+5nM_Pta,A7,8581758.60664593
1uM_1949+5nM_Pta,A8,8579477.77283722
1uM_1949+5nM_Pta,A9,8555863.49723455
1uM_1949+5nM_Pta,A10,8690562.87857229
1uM_1949+5nM_Pta,A11,8755269.61063698
1uM_1949+5nM_Pta,A12,8835594.99332268
1uM_1949+10nM_elf18,A1,8505216.85914349
1uM_1949+10nM_elf18,A2,8449065.63380784
1uM_1949+10nM_elf18,A3,8464692.01318776
1uM_1949+10nM_elf18,A4,8484950.14698771
1uM_1949+10nM_elf18,A5,8540095.61326474
1uM_1949+10nM_elf18,A6,8518629.70664023
1uM_1949+10nM_elf18,A7,8614859.7115342
1uM_1949+10nM_elf18,A8,8486876.72210171
1uM_1949+10nM_elf18,A9,8598382.18294412
1uM_1949+10nM_elf18,A10,8715241.47585022
1uM_1949+10nM_elf18,A11,8757476.69723356
1uM_1949+10nM_elf18,A12,8895739.31424012
