taxon_oid,Name,IMG_Phylum,IMG_Class,IMG_Order,IMG_Family,IMG_Genus,Institution,Host,Fraction,HostFraction
2643221544,Pelomonas_sp._Root1444,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221752,Xylophilus_sp._Leaf220,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified,Xylophilus,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221498,Variovorax_sp._350MFTsu5.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,UNC,Arabidopsis,Root,Arabidopsis_Root
2546825542,Burkholderia_cenocepacia6,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,UNC,Arabidopsis,Root,Arabidopsis_Root
2671181067,Duganella_sp._Root198D2,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221625,Rhizobacter_sp._Root29,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified,Rhizobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221797,Pseudorhodoferax_sp._Leaf267,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221611,Acidovorax_sp._Root219,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221501,Variovorax_sp._375MFSha3.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,UNC,Arabidopsis,Root,Arabidopsis_Root
2558309150,Ralstonia_sp._UNC404CL21Col,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,UNC,Arabidopsis,Root,Arabidopsis_Root
2596583598,Ralstonia_sp._UNCCL144,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221585,Pelomonas_sp._Root662,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221499,Variovorax_paradoxus_369MFTsu5.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221826,Methylophilus_sp._Leaf414,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221789,Acidovorax_sp._Leaf78,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221940,Methylophilus_sp._Leaf459,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221809,Massilia_sp._Leaf139,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221638,Duganella_sp._Root336D2,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221594,Achromobacter_sp._Root170,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221569,Achromobacter_sp._Root565,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221916,Burkholderia_sp._Leaf177,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221888,Duganella_sp._Leaf126,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2546825545,Burkholderia_MF384,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221717,Acidovorax_sp._Root267,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221495,Variovorax_paradoxus_295MFChir4.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221556,Massilia_sp._Root1485,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221639,Pelomonas_sp._Root1217,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221795,Pseudorhodoferax_sp._Leaf265,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221664,Massilia_sp._Root418,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221658,Variovorax_sp._Root411,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2713896892,Hydrogenophaga_sp._Root209,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221792,Acidovorax_sp._Leaf84,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221485,Variovorax_sp._160MFSha2.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221821,Ramlibacter_sp._Leaf400,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221554,Duganella_sp._Root1480D1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221492,Variovorax_sp._278MFTsu5.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,UNC,Arabidopsis,Root,Arabidopsis_Root
2546825541,Burkholderia_CL11,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221656,Pelomonas_sp._Root405,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2636416056,Polaromonas_sp._UNC47MFTsu3.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221621,Achromobacter_sp._Root83,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2671180696,Acidovorax_sp._Root275,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221609,Acidovorax_sp._Root217,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221828,Methylophilus_sp._Leaf416,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221645,Massilia_sp._Root351,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221603,Noviherbaspirillum_sp._Root189,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221907,Acidovorax_sp._Leaf160,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221596,Acidovorax_sp._Root70,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221497,Variovorax_paradoxus_349MFTsu5.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221652,Acidovorax_sp._Root402,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2639762659,Ralstonia_sp._25MFCol4.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,UNC,Arabidopsis,Root,Arabidopsis_Root
2519899633,Variovorax_paradoxus_110B,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221867,Pseudorhodoferax_sp._Leaf274,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221683,Variovorax_sp._Root473,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221654,Rhizobacter_sp._Root404,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified,Rhizobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221570,Acidovorax_sp._Root568,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221644,Rhizobacter_sp._Root1221,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified,Rhizobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221646,Pelomonas_sp._Root1237,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2517572245,Variovorax_paradoxus_4MFCol3.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,UNC,Arabidopsis,Root,Arabidopsis_Root
2546825540,Burkholderia_cenocepacia7,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221788,Acidovorax_sp._Leaf76,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221776,Duganella_sp._Leaf61,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221508,Variovorax_paradoxus_CL14,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,UNC,Arabidopsis,Root,Arabidopsis_Root
2521172625,Paraburkholderia_bryophila_376MFSha3.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221628,Variovorax_sp._Root318D1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221924,Dyadobacter_sp._Leaf189,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221898,Deinococcus_sp._Leaf326,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221533,Chryseobacterium_sp._312AMFChir4.1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221928,Flavobacterium_sp._Leaf359,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221822,Chryseobacterium_sp._Leaf404,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2529292577,Chryseobacterium_sp._UNC8MFCol,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221716,Flavobacterium_sp._Root901,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221790,Flavobacterium_sp._Leaf82,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221725,Flavobacterium_sp._Root935,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2563366720,Flavobacterium_sp._40S8,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221740,Chryseobacterium_sp._Leaf201,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221937,Chryseobacterium_sp._Leaf394,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221600,Flavobacterium_sp._Root186,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221667,Flavobacterium_sp._Root420,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221823,Chryseobacterium_sp._Leaf405,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221920,Chryseobacterium_sp._Leaf180,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221746,Pseudomonas_sp._Leaf15,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221685,Rhodanobacter_sp._Root480,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2519899642,Pseudomonas_sp._45MFCol3.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221774,Erwinia_sp._Leaf53,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221502,Pseudomonas_sp._395MF,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,UNC,Arabidopsis,Root,Arabidopsis_Root
2517572232,Pseudomonas_umsongensis_20MFCvi1.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221773,Serratia_sp._Leaf51,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221612,Lysobacter_sp._Root76,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221562,Rhodanobacter_sp._Root561,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221783,Stenotrophomonas_sp._Leaf70,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221775,Pseudomonas_sp._Leaf58,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221713,Pseudomonas_sp._Root9,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221573,Lysobacter_sp._Root604,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2639762574,Dyella_sp._333MFSha,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,UNC,Arabidopsis,Root,Arabidopsis_Root
2513237142,Pseudomonas_fluorescens_BZ64,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,UNC,Arabidopsis,Root,Arabidopsis_Root
2228664007,Pseudomonas_sp._KD5,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,UNC,Arabidopsis,Root,Arabidopsis_Root
2593339266,Luteibacter_sp._UNC138MFCol5.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,UNC,Arabidopsis,Root,Arabidopsis_Root
2593339239,Luteibacter_sp._UNCMF331Sha3.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,UNC,Arabidopsis,Root,Arabidopsis_Root
2593339129,Acinetobacter_sp._UNC434CL69Tsu2S25,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221847,Rhodanobacter_sp._Soil772,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,MPCologne,Arabidopsis,Soil,Arabidopsis_Soil
2643221901,Xanthomonas_sp._Leaf148,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221771,Pseudomonas_sp._Leaf48,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221565,Pseudomonas_sp._Root562,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221806,Xanthomonas_sp._Leaf131,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221727,Lysobacter_sp._Root96,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2521172653,Pseudomonas_mandelii_36MFCvi1.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221586,Lysobacter_sp._Root667,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221772,Serratia_sp._Leaf50,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2639762521,Luteibacter_sp._329MFSha,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,UNC,Arabidopsis,Root,Arabidopsis_Root
2519899668,Luteibacter_sp._22Crub2.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221728,Lysobacter_sp._Root983,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221791,Pseudomonas_sp._Leaf83,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221589,Pseudomonas_sp._Root68,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221650,Pseudomonas_sp._Root401,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221848,Frateuria_sp._Soil773,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria,MPCologne,Arabidopsis,Soil,Arabidopsis_Soil
2556921015,Pseudomonas_umsongensis_UNC430CL58Col,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221665,Acinetobacter_sp._Root1280,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221942,Pseudomonas_sp._Leaf434,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2556921674,Dyella_japonica_UNC79MFTsu3.2,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221559,Lysobacter_sp._Root559,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2558860101,Acinetobacter_sp._UNC436CL71CviS28,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221581,Pseudoxanthomonas_sp._Root65,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2510065054,Pseudomonas_brassicacearum_51MFCVI2.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221720,Lysobacter_sp._Root916,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221593,Lysobacter_sp._Root690,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221579,Pseudoxanthomonas_sp._Root630,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221577,Rhodanobacter_sp._Root627,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221503,Pseudomonas_sp._397MF,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221695,Lysobacter_sp._Root494,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2521172667,Pseudomonas_sp._35MFCvi1.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,UNC,Arabidopsis,Root,Arabidopsis_Root
2593339196,Dyella_marensis_UNC178MFTsu3.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,UNC,Arabidopsis,Root,Arabidopsis_Root
2639762581,Stenotrophomonas_sp._92MFCol6.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221892,Pseudomonas_sp._Leaf127,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221805,Pseudomonas_sp._Leaf129,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221633,Pseudomonas_sp._Root329,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2636416057,Pseudomonas_sp._48MFCvi1.1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221571,Pseudomonas_sp._Root569,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2593339238,Luteibacter_sp._UNCMF366Tsu5.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221895,Acinetobacter_sp._Leaf130,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221602,Pseudomonas_sp._Root71,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,MPCologne,Arabidopsis,Root,Arabidopsis_Root
2643221484,Pseudomonas_sp._113MF,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,UNC,Arabidopsis,Root,Arabidopsis_Root
2643221750,Pedobacter_sp._Leaf216,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221768,Pedobacter_sp._Leaf41,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221914,Pedobacter_sp._Leaf176,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
2643221926,Pedobacter_sp._Leaf194,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,ETH,Arabidopsis,Shoot,Arabidopsis_Shoot
