"","Name","Sample","Plate","P1","P2","P3","P4","P5","P6","FullAuc","ScaledAuc"
"6","Pta","A6","152245","0.99350502510125","-6.4544191810928","-0.406756594989018","20.2275709058551","0.0525675743574427","6.06023283942913","43325947.0676615","27.0249487791436"
"7","Pta","A7","152245","0.980733466080969","-7.23325958420725","-0.375056602497275","22.6908938858944","0.0618247708324803","6.94423106602369","29216687.898616","26.6564714977927"
"8","Pta","A8","152245","0.968837738102109","-4.93927176427948","-0.689120480729046","19.4758275931637","0.0699858356514877","5.66657885089609","48954985.4697449","25.3845568011773"
"9","Pta","A9","152245","0.985671723855136","-4.17622317564197","-0.594595945491169","14.850570753508","0.0624573519219255","6.61295970536281","18672135.2726339","23.6305197785591"
"10","Pta","A10","152245","0.950477706698052","-4.61846839920264","-0.62227925989629","22.5571421567562","0.0844535298922144","5.5758683149155","51147335.9791633","26.1878082894484"
"11","Pta","A11","152245","0.949115625078106","-6.09597441614297","-0.368567355560308","23.6674693639349","0.067483871925105","6.17627834707634","10900029.4727884","26.7609367344161"
"12","Pta","A12","152245","0.897199127674998","-5.81704191049065","-0.407155259656518","23.6263060338954","0.0859547066920292","5.19608766994736","42496941.8189445","24.1080556339046"
"13","PtaDA","A1","152245","0.910203303004248","-9.98852602003231","-0.373522150545844","21.5044515717061","0.169594919598131","3.9936749505954","2661882.8075972","14.2173667051528"
"14","PtaDA","A2","152245","1.02437188533019","-9.99978346577683","-0.372948290636595","19.4038103065058","0.133323396966747","3.90602193946706","1218198.54194241","15.3972105497557"
"15","PtaDA","A3","152245","0.836701474742286","-9.94809460281346","-0.165552294840352","29.9861939617389","0.106835750044297","2.60785754293919","1059746.07776932","19.5597008926099"
"16","PtaDA","A4","152245","0.921497845872905","-9.97658802357631","-0.305158924703457","24.7588277005325","0.15173792458688","3.77881444521748","1216077.27647861","17.4387480353481"
"17","PtaDA","A5","152245","0.930152751119549","-9.98614888856869","-0.27782682331985","23.2399643318675","0.0982558409574093","3.80429498552293","917260.147328186","19.1056628637448"
"18","PtaDA","A6","152245","0.871316542917637","-9.98764409675","-0.29527427264289","22.2976554310773","0.152783164046788","3.64152410098995","634574.115258026","15.028296667455"
"19","PtaDA","A7","152245","0.91342780121271","-9.99960346826476","-0.32784260672875","20.7682692528037","0.16277484785105","4.03672157261728","695410.589652832","14.2182607956486"
"20","PtaDA","A8","152245","0.865921073725644","-9.9973143694354","-0.367671530187408","22.7607746840551","0.175110512647353","3.80735769548741","1315201.04340149","14.3399674807116"
"21","PtaDA","A9","152245","0.982874769234835","-9.99859791813403","-0.335716260146739","20.8523344819706","0.145750308345175","5.37618736718744","1833220.57905121","15.4762614567312"
"22","PtaDA","A10","152245","0.983073365864248","-9.95552842040594","-0.287707584431584","19.7256844188279","0.130334783323896","4.6337757411085","782832.979621155","15.2826886256054"
"23","PtaDA","A11","152245","0.922669943393638","-9.99007904316958","-0.367420790021673","22.9414808294164","0.0887431380599666","4.82311040129235","1951439.66042078","19.7285652007919"
"24","PtaDA","A12","152245","0.885307126171648","-9.99746754628921","-0.244864500835401","28.2703888069612","0.12681787647985","2.91045860984087","3269449.67811932","19.1738526948989"
"25","Pa","A1","152245","0.953156581632196","-4.81001200608241","-0.4736264178148","24.368299655967","0.112783969341894","5.75481161675015","30900057.4101914","25.3788386821114"
"26","Pa","A2","152245","0.932189296059614","-3.8763219869919","-0.664788699374735","19.375259197641","0.09342022393017","5.54875664588824","33098264.1200749","22.8989805700067"
